post_id,instances,ocr,verdicts,text
13684,"[(1581239432.0, 'fb')]","[('Xiangyang\n35""\nBanju\nong\nYicheng\n34\nJingmen\n35\nJingzhou City\n37""\nGong\'an\n35⁰.\nMon 10\nNan\nMancake\n35""\nShishou\nChangshou\n37""\n沙洋县\n35°\nX\n37\nQianjang\n35""\nTue 11\n本山市\n37""\nXingou\n32⁰\nERBIA\n301\nSuizhou\n35%\nTianmen\n34°\nYueyang\n37⁰\nzhangzhou\n41\nXiantao\n34""\nWed 12\nHonghu\n39*\nAntu\n35\nXiaogan\n35⁰\nTongcheng\n37""\nTHU T\n大悟县\n3.7\n汉南区\n37°\nINVEN\n37""\nYagji\n391\nDogo\nARRA\nXianning\n37""\n通山县\n37\n27 14\n千斤乡\n34\n502 mass Macheng\n1351.65µg/m³\nGuangshan\n35\n上南乡\nXushul\n35%\nnzhou\n37*\nanggang\nDaye\n39⁰\nNOMA\nSat 15\nTuanbe\n39*\nXinning\nFILIA\n39\nYirenantan\nWujadian\n蕲春县\n41""\nYingshan\n37\nWuus\n39\nBIA\n377\nSinzha\n35\nSusong\n35°\nJeniang\n39\nGonggingcheng\n37\nHuo\n合概多\n4\nMon 17', 'Xiangyang\n35""\nBanju\nong\nYicheng\n34\nJingmen\n35\nJingzhou City\n37""\nGong\'an\n35⁰.\nMon 10\nNan Nan\nMancake\n35""\nShishou\nChangshou\n37""\nShayang County\n35°\nX\n37\nQianjang\n35""\nTue 11\nMotoyama City\n37""\nXingou\n32⁰\nERBIA\n301\nSuizhou\n35%\nTianmen\n34°\nYueyang\n37⁰\nzhangzhou\n41\nXiantao\n34""\nWed 12\nHonghu\n39*\nAntu\n35\nXiaogan\n35⁰\nTongcheng\n37""\nTHU T\nDawu County\n3.7\nHannam District\n37°\nINVEN\n37""\nYagji\n391\nDogo\nARRA\nXianning\n37""\nTongshan County\n37\n27 14\nQianjin Township\n34\n502 mass Macheng\n1351.65µg/m³\nGuangshan\n35\nShangnan Township\nXushul\n35%\nnzhou\n37*\nanggang\nDaye\n39⁰\nNOMA\nSat 15\nTuanbe\n39*\nXinning\nFILIA\n39\nYirenantan\nWujadian\nQichun County\n41""\nYingshan\n37\nWuus\n39\nBIA\n377\nSinzha\n35\nSusong\n35°\nJeniang\n39\nGonggingcheng\n37\nHuo\nAll in all\n4\nMon 17', [('eng', 0.09199132025241852), ('lb', 0.03151831030845642), ('ht', 0.030445745214819908), ('su', 0.028798136860132217), ('fra', 0.022577986121177673), ('eo', 0.021689001470804214), ('fil', 0.012387240305542946), ('hmn', 0.011913162656128407), ('uz', 0.011083963327109814), ('mt', 0.010332989506423473), ('por', 0.010019689798355103), ('msa', 0.009363692253828049), ('sqi', 0.009269376285374165), ('vi', 0.008534450083971024), ('la', 0.005636243615299463), ('eu', 0.005578205455094576)]), ('455\noday\nNingbo\n32\nINGURUS\nRudon\nAnna\n-SE\nYancheng\nEllen\n-LE\nFE\nNanging\nLianyunga\nA\n-EF\nAP\nOF OURS\nguany\nShace\nHele\n-\nHuaning\nSE\n431-\nBehg\nMERI\nअमा.\nSansthou\nSE\n27\n1342.27µg/m¹\n(32\nMingcheng\nYichun\nGangthan\n502 mass\n-SE\nLE\nBE\n43-\nLarrah\nChenfou\nnou\n35°\nSuely\nZE\nShaoyang\nBueluex\n40\nYichang\nt\nwing\nYunching\nunifu\nانده\n41\nww\n37""\nBueno\nHE\nXurying\nXian\n39\nuning\n41\nZuny\nEP\nnourro\nHartong\n30\nRac\nADE\nAriong\nuncaty\n552\nTanha\nChengoa\nnorbung\n36\numuduos\n-SE\nonve\nJOL\nht\n-5\nWEITE\n30¹\nBak\nMaquima Chu\n50', '455\noday\nNingbo\n32\nINGURUS\nRudon\nAnna\n-SE\nYancheng\nEllen\n-LE\nFE\nNanging\nLianyunga\nA\n-EF\nAP\nOF OURS\nguany\nShace\nHele\n-\nHuaning\nSE\n431-\nBehg\nMERI\nअमा.\nSansthou\nSE\n27\n1342.27µg/m¹\n(32\nMingcheng\nYichun\nGangthan\n502 mass\n-SE\nLE\nBE\n43-\nLarrah\nChenfou\nnou\n35°\nSuely\nZE\nShaoyang\nBlueuex\n40\nYichang\nt\nwing\nYunching\nunifu\nانده\n41\nwww\n37""\nBueno\nHE\nXurying\nXian\n39\nuning\n41\nZuny\nEP\nnourro\nHartong\n30\nRac\nADE\nAriong\nuncaty\n552\nTanha\nChengoa\nnorbung\n36\numuduos\n-SE\nonve\nJOL\nht\n-5\nWEITE\n30¹\nBak\nMaquima Chu\n50', [('eng', 0.23153866827487946), ('jv', 0.041930604726076126), ('msa', 0.024957602843642235), ('sn', 0.023987295106053352), ('ht', 0.023823844268918037), ('hmn', 0.02211369201540947), ('deu', 0.016757994890213013), ('ceb', 0.015577354468405247), ('uz', 0.014061769470572472), ('la', 0.012690059840679169), ('eu', 0.009999047964811325), ('spa', 0.008729030378162861), ('por', 0.008720914833247662), ('cat', 0.00842653214931488), ('sw', 0.0076817176304757595)]), (""< Go back to Settings\nSelect overlay: 502 masa (02) -modified\n0 g/m\n0.05\n0.1\n0.5 p\n2\n10\n20\n50\n80\ng/m\ng/m\ng/m\ng/m\ng/m\n500\n1000 g/m\n1300\n[Add new line]\n0,24)\n140,00\n32,64,01\n12145.00\nimpoxport (View Code\n10,11,1\n214341\nON'T UN\nUndo Load defaults\nGESET\nPESAWAT |\nSave\nX\nYichang\nWuling\nAn\nNW\n-20\nCharge\nwww\n20\nSun\nSaturday -21.00\nChang\nKAYA\nOx\nYeyang\nMud\nDah\nXunning\nGuangshen\n502 m\nDing\nMon Te Wed Thi\nYichun\nWindy.com\n1366.57µg/m³\nTeng\nMachen\nyongan\nHUDO\nTa\nJurg\nnching\nHURE\nTongchang\nFuzhou\nAnging\ncour\npeces\nAANG\nWUN\nLogin\nTasching\nRadar & Satellite 6\nWind w\nho\nICMWF\n3 Rain, thunder\nAng County\nTemperature i\nClouds\nWaves\nAir quality\nNOV\nQuo\nfone\nAerosol\nOven lever\n200\nMore layers\nJeha\nPank\n10\n© I\nMore layers\nwww\nOFS\n80\nSHYPEBEAST DEVENINGGAL"", ""< Go back to Settings\nSelect overlay: 502 masa (02) -modified\n0 g/m\n0.05\n0.1\n0.5 p\n2\n10\n20\n50\n80\ng/m\ng/m\ng/m\ng/m\ng/m\n500\n1000 g/m\n1300\n[Add new line]\n0,24)\n140,00\n32,64,01\n12145.00\nimpoxport (View Code\n10,11,1\n214341\nON'T UN\nUndo Load defaults\nGESET\nPESAWAT |\nSave\nX\nYichang\nWuling\nAn\nNW\n-20\nCharge\nwww\n20\nSun\nSaturday -21.00\nChang\nKAYA\nOx\nYeyang\nMud\nDah\nXunning\nGuangshen\n502 m\nDing\nMon Te Wed Thi\nYichun\nWindy.com\n1366.57µg/m³\nTeng\nMachen\nyongan\nHUDO\nTa\nJurg\nnching\nHURE\nTongchang\nFuzhou\nAnging\ncour\npeces\nAANG\nWUN\nLogin\nTasching\nRadar & Satellite 6\nWind w\nho\nICMWF\n3 Rain, thunder\nAng County\nTemperature i\nClouds\nWaves\nAir quality\nNOV\nQuo\nfone\nAerosol\nOven lever\n200\nMore layers\nJeha\nPank\n10\n© I\nMore layers\nwww\nOFS\n80\nSHYPEBEAST DEVENINGGAL"", [('eng', 0.5002105236053467), ('uz', 0.019855936989188194), ('yo', 0.013909339904785156), ('fil', 0.012993216514587402), ('deu', 0.012205410748720169), ('cat', 0.011505586095154285), ('su', 0.011138726957142353), ('hmn', 0.010866964235901833), ('dan', 0.01084626093506813), ('msa', 0.007550362031906843), ('af', 0.005223387852311134)])]",['False information'],"('Les données de https://windy.com montrent une libération massive de dioxyde de soufre depuis la périphérie de #Wuhan, généralement associée à la combustion de matières organiques.  Les niveaux sont élevés, même par rapport au reste de la #Chine.\nJe pense ce sont des fours crématoire.', 'Data from https://windy.com shows a massive release of sulfur dioxide from the outskirts of #Wuhan, usually associated with burning organic matter. Levels are high, even compared to the rest of #China.\nI think these are crematory ovens.', [('fra', 1.0)])"
5937,"[(1642766834.0, 'fb')]","[('Israel, el único país del mundo con\ncuatro dosis de la vacuna, acaba\nde romper el record mundial de\ncasos de covid\nNew confirmed cases of Covid-19 in European\nUnion, US, Israel and Australia\nSeven-day rolling average of new cases (per 100k)\n400\n350\n300\n250\n200\n150\n100\n50\n0\nIsrael\nAustralia\nUS\nEuropean Ur', 'Israel, the only country in the world with\nfour doses of the vaccine, just\nto break the world record for\ncovid cases\nNew confirmed cases of Covid-19 in Europe\nUnion, US, Israel and Australia\nSeven-day rolling average of new cases (per 100k)\n400\n350\n300\n250\n200\n150\n100\nfifty\n0\nIsrael\nAustralia\nUS\nEuropean Ur', [('eng', 0.5231287479400635), ('spa', 0.3251830041408539), ('cat', 0.04835262522101402)])]",['Partly false information'],"('Apa !!', 'What !!', [('msa', 1.0)])"
24900,"[(1586220208.0, 'fb')]","[('ไม่เกี่ยวว่าใครมีอาชีพอะไร?\nไม่ว่าคนนั้นทำงาน\nหรือคนไม่ทำงานอยู่เฉยๆ\nรัฐบาลเขาช่วยหมด เพราะทุกคนได้รับผลกระทบหมด\nรัฐบาลเขาช่วยจริง เยียวยาโควิด-19\nได้เดือนละ 16,000 บาท(2,000 ริงกิต)สำหรับคนที่มี\nครอบครัว\nถ้ามีลูก 1 คนได้ 3,000 บาท\nถ้ามีลูก2คนได้ 9,000 บาท\nระยะเวลา 6 เดือน\nถ้าคนไม่มีครอบครัว\nหรือยังไม่แต่งาน\nอายุ21ขึ้นไป ได้คนละ 8,000 บาท\nในระยะเวลา 6 เดือน\nค่าไฟฟรี 6 เดือน\nพักชำระหนี้ 6 เดือน\nเงินผู้สูงอายุ 8,000 บาท\nเงินคนพิการ 5,000 บาท\nของกินในครัวเขาก็แจกกันด้วย\n#รัฐบาลเขาช่วยเร็ว ระบบการทำงานที่ช่วยประชาชน\nเขาทำกันแบบนี้นี่เอง ถึงว่า ยังไม่มีข่าวว่า ปชช เพื่อนบ้าน\nอดอาหาร', ""It doesn't matter who has what occupation?\nwhether that person works\nor people who do not work\nHis government helped because everyone is affected.\nThe government really helped cure for covid-19\n16,000 baht per month (2,000 ringgit) for people with\nfamily\nIf you have 1 child, get 3,000 baht.\nIf you have 2 children, get 9,000 baht.\nDuration 6 months\nIf a person does not have a family\nor not married\nAge 21 and over, get 8,000 baht per person.\nin a period of 6 months\nFree electricity for 6 months\nPay off debt for 6 months\nElderly money 8,000 baht\nHandicapped money 5,000 baht\nThe food in the kitchen was distributed as well.\n#Government helps him quickly. A system that helps people\nHe did it this way, even though there was no news that the people's neighbors\nfasting"", [('tha', 1.0)])]",['False information'],"('การเยียวยาของประเทศมาเลเซีย', ""Malaysia's Remedy"", [('tha', 1.0)])"
6365,"[(1644580678.0, 'tw')]",[],[],"('Aí o Moro foi a um jantar em Fortaleza, mas o sanfoneiro é Bolsonarista 😂😂😂😂😂 https://t.co/djo5mGetMx', 'Then Moro went to a dinner in Fortaleza, but the accordionist is Bolsonarista 😂😂😂😂😂 https://t.co/djo5mGetMx', [('por', 1.0)])"
10772,"[(None, 'fb')]",[],[],"('GOBIERNO RUSO LIBERA 800 LEONES POR RUSIA PARA MANTENER LA CUARENTENA.  Ver para creer, directo de #Rusia El Kremlin se hace respetar #VladimirPutin ❤❤❤❤', 'RUSSIAN GOVERNMENT RELEASES 800 LIONS AROUND RUSSIA TO MAINTAIN QUARANTINE. Seeing is believing, direct from #Russia The Kremlin is respected #VladimirPutin ❤❤❤❤', [('spa', 1.0)])"
23782,"[(1613086883.0, 'fb')]","[('صرف ایک منٹ برما کے مسلمانوں کے لیے۔\nا\nیا اللہ برما کے مسلمانوں کی مدد فرما\nآمین لکھ کر شیئر کریں۔', 'Just a minute for Burmese Muslims.\nA\nMay Allah help the Muslims of Burma\nShare by writing Amen.', [('urd', 1.0)])]",['Partly false information'],"('یا اللہ برما کے مسلمانوں کی مدد فرما آمین کہہ کر پوسٹ کو ضرور شیئر کریں جزاک اللہ', 'May Allah help the Muslims of Burma and share this post by saying Amen. Jazak Allah', [('urd', 1.0)])"
7311,"[(1620348982.0, 'fb')]","[('66 El voto de una\npersona de La\npintana o la periferia\nno puede valer lo\nmismo que el de una\npersona del sector\noriente que es mas\nimportante...\nDISTRITO 9\nyuyuniz\nNAVAS\nde Caso', ""66 The vote of a\nperson of the\npintana or the periphery\ncan't be worth it\nsame as that of a\nindustry person\norient what is more\nimportant...\nDISTRICT 9\nyuyuniz\nNAVAS\nof case"", [('spa', 0.826352596282959), ('por', 0.09197075664997101), ('eng', 0.03393608331680298)])]",['Partly false information'],"('Cada día se supera 👇😏', 'Every day is overcome 👇😏', [('spa', 1.0)])"
6278,"[(1644609545.0, 'tw')]",[],[],"('Australie, 50 MILLIONS de doses de ""vaccin"" rappelées car positif dans les tests VIH. L\'ampleur de cette affaire dépasse l\'entendement. Sauf que ...c\'est EXACTEMENT ce que le Professeur Montagnier avait annoncé ! https://t.co/9QO6cGFnUT', 'Australia, 50 MILLION doses of ""vaccine"" recalled because positive in HIV tests. The magnitude of this case is beyond comprehension. Except...it\'s EXACTLY what Professor Montagnier announced! https://t.co/9QO6cGFnUT', [('fra', 1.0)])"
6087,"[(1648945187.0, 'tw')]",[],[],"('Asked why New Zealand does not suffer from the rage of older white men like in other western Anglo countries, PM Jacinda Adern replied, ""Because we\'ve never allowed Rupert Murdoch to set up a media outlet here."" The guy has wreaked havoc on civil society in US.', 'Asked why New Zealand does not suffer from the rage of older white men like in other western Anglo countries, PM Jacinda Adern replied, ""Because we\'ve never allowed Rupert Murdoch to set up a media outlet here."" The guy has wreaked havoc on civil society in US.', [('eng', 1.0)])"
2851,"[(1614035516.0, 'fb')]","[('Primero con capucha y palo en mano...\nDespués deteniendo manifestantes...\nCómo se denomina ???\n© Carlos Rompin Ham', 'First with a hood and stick in hand...\nAfter arresting protesters...\nWhat is it called???\n© Carlos Rompin Ham', [('spa', 0.9111200571060181), ('msa', 0.08887992799282074)])]",['False information'],"('""GRÀCIA DIVINA""...espero que també li arribi la ""JUSTÍCIA POÈTICA""\nNi oblit ni perdó ‼️', '""DIVINE GRACE""...I hope ""POETIC JUSTICE"" comes to him too\nNeither forget nor forgive ‼️', [('cat', 1.0)])"
13243,"[(1657635714.0, 'fb')]",[],['False information'],"('La belleza de la destrucción… en la isla bonita de La Palma Canarias España 🇪🇸🇪🇸🇪🇸🌎', 'The beauty of destruction... on the beautiful island of La Palma Canary Islands Spain 🇪🇸🇪🇸🇪🇸🌎', [('spa', 1.0)])"
10952,"[(1578479031.0, 'fb')]","[('Donald J. Trump\n@realDonald Trump\nWe have reports of NIGERIA supporting\nIran ACTIVELY and PASSIVELY....just got\nof the phone with secretary\nPompeo....the USA MUST and WILL\nrespond to terrorist nations\nIMMEDIATELY!\n12:11 AM - 08 Jan 2020\n244,391 Retweets 319,284 Likes\n167K [244K\nFollow\n319K', 'Donald J. Trump\n@realDonald Trump\nWe have reports of NIGERIA supporting\nIran ACTIVELY and PASSIVELY....just got\nof the phone with secretary\nPompeo....the USA MUST and WILL\nrespond to terrorist nations\nIMMEDIATELY!\n12:11 AM - 08 Jan 2020\n244,391 Retweets 319,284 Likes\n167K [244K\nFollow\n319K', [('eng', 0.9148702621459961)])]",['False information'],"('Goodmorning, Nigeria!', 'Goodmorning, Nigeria!', [('tgl', 1.0)])"
