post_id,instances,ocr,verdicts,text
22496,"[(1639044540.0, 'fb')]","[('IN MEMORIAM\nTo fly west,\nmy friend, is\na flight we all\nmust take for a\nfinal check.""\n-Author unknown\n2019\nCapt. Dan A Frie\nUS Airways\n2029\nCapt. Paul L. Bertach,\nTuoter\n6000\n2021\nCapt. Larry L. Rector\nAlberican\nCapt, John E. Peterson\nNorthwest\nMay\nCapt. Bruce T. Cartwright\nDea\nDeta\nMy\nCapt. Edward D. Clark\nUted\nCapt. Sydney A. Well\nUnited\nY/O Melvin E. Moore\nSeptember\nMay\nAupat\nOctober\nNovember\nF/O Frank A. Chavet,\nDelta\nJoe Watson\nJasury\nFebruary\nFebruary\nFebruary\nMarch\nCapt Robert F. Butter\nUnited\nCapt. James R. McKnight\nEastern\nCapt, Robert C. Gasko\nDetta\nCapt Phill Shille\nUS Aways\nCape tLilter LMM\nNorthwest\nApri\nApri\nCape\nDelta\nApri\nCapt, David H. Amon\nwww\nAlaska\nPED\nMay\nCapt. Frederick H. Weber\nNorthwest\nMay\nCapt. James P. Bewer\nJune\nSpin\nCapt. Howard M. Chase\nFedEx Express\nMane\nCapt Cyde & tertank\nDelu\nCapt. Goeden H\nEas\nCapt. Raul Martines\nEaste\nCapt Howard O. Miler\nUSA\nCapt. Will Tayl\nNorthwest\nCapt. Law\nNorthwest\nT. A\nCapt. Wayne Anderson\nNorthwe\nCapt. Alexander Hecker\nF\nCapt. David G. Ben\nDelta\nCat Lowry K. Bun\nUS Airways\nCapt. Maryl R. Col\nNorthwest\nCape Gilbert Cson\nJazz Ansation\nCapt. Perry T. Dove\nNorthwest\n1/0 Joseph Dove\nFlying Tige\nFedEx Express\nCapt. Herbert L. Entre\nDelta\nCapt. Denis L. Franco\nTWA\nCapt. John H. Garet\nsys\nF/O Wayne M. Graham\nLed\nCapt. Eric K. Grosch\nAlada\nCapt. Thomas P. Howard\nFrontier\nA\nCapt. Craig D. Huffman\nAlaska\nPe\nCapt. Phillip E. Johnson\nDelta\nCapt Haskell L. Karas\nDelta\nCapt, Raymond M. Kelly\njetur\nF/O Gene A. Langenbach\nFedEx Express\nCapt. Scott A. Leigh\nUnited\nCapt. Philip L. Martin\nNorthwest\nCapt. Cletis Massing\nMidway\nNine\nPane\nJe\nJane\nne\nJaty\nNaly\nNay\nJuly\nJuly\nKaly\nhay\nMy\nJuly\nMy\nJuly\nJuly\nMay\npuly\nMY\ntaly\nJuly\nhay\nCapt, Norman E.Mahm\nNiest\nCape David M. M\nFedy Erpss\nCapt. John E. Miller\nDes\nCF Mevaldy\nman Detta\nCLO\nCGP\nH. Pagh,\nNL Polanecas\nCap. Patel\nCapt Herbert A. Riebeting\nTWA\nCipt Niey & Rosemond\nNevest\nCapt. Harold L. Sparry\nCapt Joseph M. Start\nDela\nCapt. Warren H. Stewart, J\nEredet\nF/OJ\nP. Stock\nSpee\nCapt. William R. Water\nFan Arican\n1/0 Peter Bad\nPardon\nCapt. M. Wayne Dundrick\nDelta\nCapt. Gerald N. Burton\nNost\nCapt Darl H Calen\nDelta\nCapt. William S. Carey\nEaster\nCapt. Joph Chap\nHottest\nCapt. BC. Clark\nMesa\nCapt. Edward 1 Colgan\nUS Always\nCapt. Michael E. Colgrove\nNot\nCapt. Steven Crocker\nDeta\nCapt Hebert C. D\nTWA\nCaptchand A De\nDeta\nCapt. Ochel R. Dering\nEadem\nP\nCapt.\nNorthwest\nCase Ramond L. Dràng\nCar\nCapt Erent C. Finch\nNonton\nCage. James A. roughbom.\nRA\nEastern\nCapt. Jorge Form\nFell Express\nCapt. Roger A. Ha\nDe\nDelta\nCapt\nbudy\nwood 1 Herman\nNorthwest\nCapt. Leonard Jankowsk\nNorthwest\nCapt Charles 1 Kalk\nUnited\n35543\nBay\nM\nby\nT\nhdy\nMy\nMy\nhdy\nMy\nhey\nNag\nAugat\nAugat\nNapt\nAugst\nAugust\nAugst\nNigut\nAgat\nAugst\nAng\nAugast\nAngu\nAugust\nAugust\nNight\nAugst\nAugat\nAgat\nAugust\nCapt Ming LL\nTex Express\nCapt. Donald Ma\nFelEx Express\nCat\nAlaka\nM\nFro Patrick Ragn\nAug\nCapt Bernard L. Rech\nDelta\nCapt, bet G Sch\nDe\nCapt. Kenneth L\nDeta\nCapt Albert W. Smith\nDeta\nCapt. Hury C. Wahh\nDelta\n1/0 Kenneth E. A\nCLB Stefan\nExpress\nCapt. Ty Tinker\nNo\nF0 Andre Trans\nete\nCat CC Vik\nNo\nAgat\nAug\nA\nUpbed\nCapt. SW. Baker\nDeta\nCapt. James\nFirst A\nCapt. John S. Fran\nThing T\nTell\'s Express\nCapt, Craig C. Puller\nDeta\nCapt. Charles B.Gray\nEastern\nAugst\nAupan\nAugust\nAgat\nAug\nAugst\nAugal\nAugust\nNg\nCapt. Jacob F. Bremer\nDeta\nCapt. Paul Bock\nUs Aways\nCapt. Robert W. Chance\nNorthwest\nCapt. Lawrence C.Drake\nRying Tig\nFedEx Expen\nCapt. Robert L Farrell\nCape Jack Henry\nDeta\nDett\nCapt. Ya N. Vang\nSun Country\nSer\nSeptember\nSeperbey\nSeptember\nSeptember\nSeptember\nSeptember\nSepte\nSeptember\nCapt. Danny Racky Jorgen\nFiving Tig\nFedEx\nSeptember\nSepsibe\nCapt. Don A. Varry\nPan American\nCapt lack L. Whicker\nSeptember\nSeptember\nCapt. Clemenceau Lep\nAu Tra\nCape John M. Or\nEastem\nCapt. David D. Ralston\nPa\nDelta\nCapt, Duane Ey\nSepenbe\nSepsbes\nDeprec\nDelta\nCapt. Paul R. Wietrock\nDeta\nOCTOBER NOVEMBER 2013 AIRLINE PLOT 15', 'IN MEMORIAM\nTo fly west,\nmy friend, is\na flight we all\nmust take for a\nfinal check.""\n-Author unknown\n2019\nCapt. Dan A Frie\nUS Airways\n2029\nCapt. Paul L. Bertach,\nTuoter\n6000\n2021\nCapt. Larry L. Rector\nAlberican\nCapt, John E. Peterson\nNorthwest\nMay\nCapt. Bruce T. Cartwright\nDea\nDeta\nMy\nCapt. Edward D. Clark\nUted\nCapt. Sydney A. Well\nUnited\nY/O Melvin E. Moore\nSeptember\nMay\nAupat\nOctober\nNovember\nF/O Frank A. Chavet,\nDelta\nJoe Watson\nJasury\nFebruary\nFebruary\nFebruary\nMarch\nCapt Robert F. Butter\nUnited\nCapt. James R. McKnight\nEastern\nCapt, Robert C. Gasko\nDetta\nCapt Phill Shille\nUS Aways\nCape tLilter LMM\nNorthwest\nApri\nApri\nCape\nDelta\nApri\nCapt, David H. Amon\nwww\nAlaska\nPED\nMay\nCapt. Frederick H. Weber\nNorthwest\nMay\nCapt. James P. Bewer\nJune\nSpin\nCapt. Howard M. Chase\nFedEx Express\nMane\nCapt Cyde & tertank\nDelu\nCapt. Goeden H\nEas\nCapt. Raul Martines\nEaste\nCapt Howard O. Miler\nUSA\nCapt. Will Tayl\nNorthwest\nCapt. Law\nNorthwest\nT. A\nCapt. Wayne Anderson\nNorthwe\nCapt. Alexander Hecker\nF\nCapt. David G. Ben\nDelta\nCat Lowry K. Bun\nUS Airways\nCapt. Maryl R. Col\nNorthwest\nCape Gilbert Cson\nJazz Ansation\nCapt. Perry T. Dove\nNorthwest\n1/0 Joseph Dove\nFlying Tige\nFedEx Express\nCapt. Herbert L. Entre\nDelta\nCapt. Denis L. Franco\nTWA\nCapt. John H. Garet\nsys\nF/O Wayne M. Graham\nLed\nCapt. Eric K. Grosch\nAlada\nCapt. Thomas P. Howard\nFrontier\nA\nCapt. Craig D. Huffman\nAlaska\nPe\nCapt. Phillip E. Johnson\nDelta\nCapt Haskell L. Karas\nDelta\nCapt, Raymond M. Kelly\njetur\nF/O Gene A. Langenbach\nFedEx Express\nCapt. Scott A. Leigh\nUnited\nCapt. Philip L. Martin\nNorthwest\nCapt. Cletis Massing\nMidway\nNine\nPane\nJe\nJane\nne\nJaty\nNaly\nNay\nJuly\nJuly\nKaly\nhay\nMy\nJuly\nMy\nJuly\nJuly\nMay\npuly\nMY\ntaly\nJuly\nhay\nCapt, Norman E.Mahm\nNiest\nCape David M. M\nFedy Erpss\nCapt. John E. Miller\nDes\nCF Mevaldy\nman Detta\nCLO\nCGP\nH. Pagh,\nNL Polanecas\nCap. Patel\nCapt Herbert A. Riebeting\nTWA\nCipt Niey & Rosemond\nNevest\nCapt. Harold L. Sparry\nCapt Joseph M. Start\nDela\nCapt. Warren H. Stewart, J\nEredet\nF/OJ\nP. Stock\nSpee\nCapt. William R. Water\nFan Arican\n1/0 Peter Bad\nPardon\nCapt. M. Wayne Dundrick\nDelta\nCapt. Gerald N. Burton\nNost\nCapt Darl H Calen\nDelta\nCapt. William S. Carey\nEaster\nCapt. Joph Chap\nHottest\nCapt. BC. Clark\nMesa\nCapt. Edward 1 Colgan\nUS Always\nCapt. Michael E. Colgrove\nNot\nCapt. Steven Crocker\nDeta\nCapt Hebert C. D\nTWA\nCaptchand A De\nDeta\nCapt. Ochel R. Dering\nEadem\nP\nCapt.\nNorthwest\nCase Ramond L. Dràng\nCar\nCapt Erent C. Finch\nNonton\nCage. James A. roughbom.\nRA\nEastern\nCapt. Jorge Form\nFell Express\nCapt. Roger A. Ha\nDe\nDelta\nCapt\nbudy\nwood 1 Herman\nNorthwest\nCapt. Leonard Jankowsk\nNorthwest\nCapt Charles 1 Kalk\nUnited\n35543\nBay\nM\nby\nT\nhdy\nMy\nMy\nhdy\nMy\nhey\nNag\nAugat\nAugat\nNapt\nAugst\nAugust\nAugst\nNigut\nAgat\nAugst\nAng\nAugast\nAngu\nAugust\nAugust\nNight\nAugst\nAugat\nAgat\nAugust\nCapt Ming LL\nTex Express\nCapt. Donald Ma\nFelEx Express\nCat\nAlaka\nM\nFro Patrick Ragn\nAug\nCapt Bernard L. Rech\nDelta\nCapt, bet G Sch\nDe\nCapt. Kenneth L\nDeta\nCapt Albert W. Smith\nDeta\nCapt. Hury C. Wahh\nDelta\n1/0 Kenneth E. A\nCLB Stefan\nExpress\nCapt. Ty Tinker\nNo\nF0 Andre Trans\nete\nCat CC Vik\nNo\nAgat\nAug\nA\nUpbed\nCapt. SW. Baker\nDeta\nCapt. James\nFirst A\nCapt. John S. Fran\nThing T\nTell\'s Express\nCapt, Craig C. Puller\nDeta\nCapt. Charles B.Gray\nEastern\nAugst\nAupan\nAugust\nAgat\nAug\nAugst\nAugal\nAugust\nNg\nCapt. Jacob F. Bremer\nDeta\nCapt. Paul Bock\nUs Aways\nCapt. Robert W. Chance\nNorthwest\nCapt. Lawrence C.Drake\nRying Tig\nFedEx Expen\nCapt. Robert L Farrell\nCape Jack Henry\nDeta\nDett\nCapt. Ya N. Vang\nSun Country\nSer\nSeptember\nSeperbey\nSeptember\nSeptember\nSeptember\nSeptember\nSepte\nSeptember\nCapt. Danny Racky Jorgen\nFiving Tig\nFedEx\nSeptember\nSepsibe\nCapt. Don A. Varry\nPan American\nCapt lack L. Whicker\nSeptember\nSeptember\nCapt. Clemenceau Lep\nAu Tra\nCape John M. Or\nEastem\nCapt. David D. Ralston\nPa\nDelta\nCapt, Duane Ey\nSepenbe\nSepsbes\nDeprec\nDelta\nCapt. Paul R. Wietrock\nDeta\nOCTOBER NOVEMBER 2013 AIRLINE PLOT 15', [('eng', 0.7335630059242249), ('lb', 0.03147111460566521), ('fra', 0.013706410303711891), ('la', 0.010166426189243793), ('lv', 0.009779088199138641), ('nld', 0.008436533622443676), ('deu', 0.00735975569114089), ('fin', 0.0062858946621418), ('spa', 0.005746389273554087), ('kri', 0.005283705424517393), ('cy', 0.0052714659832417965), ('eo', 0.004876984283328056), ('cat', 0.0047783260233700275), ('ay', 0.004475907888263464), ('sv', 0.003990584518760443), ('nor', 0.0032412013970315456), ('por', 0.002881040098145604), ('fy', 0.0028331379871815443), ('co', 0.00257221981883049), ('ita', 0.002558611100539565), ('is', 0.002236471977084875), ('hun', 0.001995287835597992), ('msa', 0.0018598783062770963), ('sl', 0.0018168982351198792), ('af', 0.001762421801686287), ('lt', 0.0016163850668817759), ('tk', 0.0014749931870028377), ('gd', 0.0014638857683166862), ('sqi', 0.0013195665087550879), ('ha', 0.0012864861637353897), ('haw', 0.0012594923609867692)])]",['Missing context'],"('Újabb konteó vált valóra. \n\nAmikor a BA 4 pilótája szinte egyszerre halt meg oltás után, a vírustagadókon kívül senki nem kötötte a halálukat az oltáshoz. Az sem volt gyanús, hogy a nyilván szigorú, rendeszeres eü ellenőrzés alatt álló piólák közül egyszerre 4 is meghalt ugyanannál a légitársaságnál.  \n\nA képen az Air Line Pilot magazin 2021. október-novemberi számának halálozási rovata látható. \n\n2019-ben 1 halott pilótáról \n\n2020-ban 6 halott pilótáról \n\n2021 szeptemberig 111 halott  pilótáról emlékezett meg az újság.\n\nNyilván ők sem az oltástól haltak meg, csak egyszerre öregedtek meg, és így alakult...🙃', ""Another conte came true.\n\nWhen the BA 4 pilot died almost immediately after being vaccinated, no one but the virus deniers linked their deaths to the vaccination. It was also not suspicious that 4 of the passengers who were apparently under strict, regular EU control died at the same time on the same airline.\n\nThe picture shows the death section of the October-November 2021 issue of Air Line Pilot magazine.\n\nAbout 1 dead pilot in 2019\n\nAbout 6 dead pilots in 2020\n\nThe newspaper commemorated 111 dead pilots until September 2021.\n\nApparently they didn't die from the vaccination either, they just aged at the same time, and that's how it turned out...🙃"", [('hun', 1.0)])"
15533,"[(1588263661.0, 'fb')]",[],['Partly false information'],"('O Paraguai é outro nível pra conscientização contra COVID 19.\n\n👇👇👇🇵🇾🇵🇾🇵🇾', 'Paraguay is another level of awareness against COVID 19.\n\n👇👇👇🇵🇾🇵🇾🇵🇾', [('por', 1.0)])"
897,"[(1625847050.0, 'fb')]","[('Ein großes Problem dieses Landes an\neinem Bild erklärt...\nC\nDer Mörder von Würzburg, das Bild sagt\nalles', 'A big problem in this country\nexplained in a picture...\nC\nThe murderer of Würzburg, the picture says\nall', [('deu', 0.9908011555671692)])]",['False information'],
2056,"[(1619026559.0, 'fb')]","[('The real reason plywood is\nSO expensive right now!\nDSTRO\nack\nImage Carter Jones', 'The real reason plywood is\nSO expensive right now!\nDSTRO\nack\nImage Carter Jones', [('eng', 0.6271860003471375)])]",['False information'],
6661,"[(1656877104.0, 'fb')]",[],['False information'],"('Bebe es contagiada con el COVID-19', 'Baby is infected with COVID-19', [('spa', 1.0)])"
10241,"[(1647265416.0, 'tw')]",[],[],"('Everything sucks under \u2066@JoeBiden\u2069… unless you are in congress. In that case you just gave yourself a 21% raise… unreal🤦\u200d♂️🤦\u200d♂️🤦\u200d♂️ https://t.co/4mG4ZflpzH', 'Everything sucks under \u2066@JoeBiden\u2069… unless you are in congress. In that case you just gave yourself a 21% raise… unreal🤦\u200d♂️🤦\u200d♂️🤦\u200d♂️ https://t.co/4mG4ZflpzH', [('eng', 1.0)])"
6459,"[(1594336434.0, 'fb')]","[(""DR. FAUCI, MELINDA GATES AND BARACK\nOBAMA AT THE WUHAN LAB IN 2015...!!!!\nGinny McGonigle @gmcgonigle - 20h\nReplying to @JoeBiden\nYou mean this Dr Fauci who was with Obama in 2015 in the WuHan lab\nwhere they paid the lab 3.7 million for a 'bat' project? We know that we'll\nnow right? He is of the deep state you get instructions from him. Cut the\ncrap! All to take Trump down!"", ""DR. FAUCI, MELINDA GATES AND BARACK\nOBAMA AT THE WUHAN LAB IN 2015...!!!!\nGinny McGonigle @gmcgonigle - 20h\nReplying to @JoeBiden\nYou mean this Dr Fauci who was with Obama in 2015 in the WuHan lab\nwhere they paid the lab 3.7 million for a 'bat' project? We know that we'll\nnow right? He is of the deep state you get instructions from him. Cut the\ncrap! All to take Trump down!"", [('eng', 1.0)])]",['False information'],"('BOOM', 'BOOM', [('eng', 1.0)])"
24093,"[(1606221980.0, 'fb')]",[],['False information'],"('नरेंद्र दामोदर दास मोदी जी के हिमालय पर तपस्या के दौरान एक भक्त द्वारा बनाया गया युवा अवस्था में योग क्रिया एवं व्यायाम का अदभुद वीडियो।आप एक बार दुर्लभ वीडियो को जरूर देखें, मोदी कैसे महान हैं।', 'Amazing video of Yoga Kriya and exercise in youth made by a devotee during the penance on the Himalayas of Narendra Damodardas Modi ji. You must watch the rare video once, how Modi is great.', [('hin', 1.0)])"
23708,"[(1658967342.0, 'fb')]",[],['False information.'],"('وفاة الضال يوسف القرضاوي. \nإلي جهنم وبئس المصير.', 'The death of the prodigal Yusuf al-Qaradawi.\nto hell.', [('ara', 1.0)])"
10722,"[(1657489629.0, 'fb')]",[],['False information'],"('Fuera la OTAN gritan en Italia! No a la guerra en Ucrania!', 'Out NATO shout in Italy! No to war in Ukraine!', [('spa', 1.0)])"
