post_id,instances,ocr,verdicts,text
23092,"[(None, 'fb')]",[],[],"('باريس تتضامن مع العراق 🇫🇷 🇮🇶❤️ وتضيئ برج إيفل بلون العلم العراقي  بدء العالم يسمع صوتنا ✌️🇮🇶Paris solidarity with Iraq 🇫🇷 🇮🇶❤️\nAnd Light The Eiffel Tower in the color of the Iraqi flag\n\nStarting the world hear our voice ✌️🇮🇶Translated', 'Paris stands in solidarity with Iraq 🇫🇷 🇮🇶❤️ And lights the Eiffel Tower in the color of the Iraqi flag The world begins to hear our voice ✌️🇮🇶 Paris solidarity with Iraq 🇫🇷 🇮🇶❤️\nAnd Light The Eiffel Tower in the color of the Iraqi flag\n\nStarting the world hear our voice ✌️🇮🇶Translated', [('ara', 1.0)])"
18929,"[(1594245633.0, 'fb')]","[(',,DĚTI BUDEME ČIPOVAT, I KDYBY\nSE RODIČE NA HLAVU STAVĚLI"",\nŘÍKÁ MINISTR CHLÁDEK\nRodiče si musí uvědomit, že děti\njsou majetkem státu a ten nad\nnimi musí mít kontrolu, stejně tak\njako nad každým jiným občanem.\nCESTYKSOBE.CZ\nCHLÁDEK:\nČIPOVÁNÍ DĚTÍ ...\ni\nČlánkyPoselství,\nSvětelné bytosti a\nhoroskopyVýzvyAkt...', '""WE WILL CHIP THE CHILDREN, EVEN IF\nTHE PARENTS STAND ON THEIR HEAD"",\nSAYS THE MINISTER OF COOL\nParents must realize that children\nthey are the property of the state and the one above\nthey must be in control as well\nas over every other citizen.\nCESTYKSOBE.CZ\nCOOLER:\nCHIPPING CHILDREN...\nand\nArticlesMessage,\nLight beings a\nHoroscopesChallengesAct...', [('ces', 0.8694826364517212), ('slk', 0.07635258883237839)])]",['False information'],"('TO SNAD NE.!!! 😡😡😡\nDOUFÁM, ŽE ŽÁDNÝ Z MINISTRŮ NEPŮJDE CESTOU, KTEROU NÁM KÁZAL CHLÁDEK.', 'I HOPE NOT.!!! 😡😡😡\nI HOPE THAT NONE OF THE MINISTERS WILL TAKE THE WAY THE COLD PREACHED TO US.', [('ces', 1.0)])"
23054,"[(1570648555.0, 'fb')]",[],['False information'],"('انطلاق حملة المقرونه  يرفع علم اسرائيل ...لعنة الله عليهم بني صهيون وكل من يساندهم', 'The launch of the Al-Maqrona campaign raises the flag of Israel...God curse them, the Children of Zion, and all those who support them', [('ara', 1.0)])"
16630,"[(1602414396.0, 'fb')]","[(""Daniel Andrews Net Worth\nDaniel Andrews estimated Net Worth,\nSalary, Income, Cars, Lifestyles & many more\ndetails have been updated below. Let's check,\nHow Rich is Daniel Andrews in 2019-2020?\nAccording to Wikipedia, Forbes, IMDb &\nVarious Online resources, famous Politician\nDaniel Andrews's net worth is $91 Million at\nthe age of 47 years old. He earned the money\nbeing a professional Politician. He is from\nAustralia.\nDaniel Andrews's Net Worth:\n$91 Million"", ""Daniel Andrews Net Worth\nDaniel Andrews estimated Net Worth,\nSalary, Income, Cars, Lifestyles & many more\ndetails have been updated below. Let's check,\nHow Rich is Daniel Andrews in 2019-2020?\nAccording to Wikipedia, Forbes, IMDb &\nVarious Online resources, famous Politician\nDaniel Andrews's net worth is $91 Million at\nthe age of 47 years old. He earned the money\nbeing a professional Politician. He is from\nAustralia.\nDaniel Andrews's Net Worth:\n$91 Million"", [('eng', 1.0)])]",['False information'],"('Please Explain how you got this money being a public servant', 'Please Explain how you got this money being a public servant', [('eng', 1.0)])"
18133,"[(1619645032.0, 'fb')]","[('VOX\nMadrid\nvox a retweeté\nVOX Madrid @madrid_vox-2 h\nPeriodistas progres que se van de\nEspaña y acaban siendo víctimas de los\nque nosotros no queremos que vengan.\nAsí acaban los que defienden a\nterroristas y a menas. Son sus propios\nverdugos.', ""VOX\nMadrid\nvox a retweet\nVOX Madrid @madrid_vox-2h\nProgressive journalists leaving\nSpain and end up being victims of the\nthat we don't want them to come.\nThis is how those who defend\nterrorists and ores. are their own\nexecutioners."", [('spa', 0.7954503297805786), ('eng', 0.14118385314941406), ('fra', 0.0547010712325573)])]",['Partly false information'],"('Se puede ser mas repulsivo?', 'Can it be more repulsive?', [('spa', 1.0)])"
9724,"[(1585520485.0, 'fb')]","[('LIBERAÇÃO DA CLOROQUINA/HIDROXICLOROQUINA\nPELA ANVISA, JÁ COM POSOLOGIA PARA\nTRATAMENTO DA COVID-19\nMOVIMENTO\nMOVIMENTO\nREPUBLICAS CURITIBA\nREPUBLICADECURITIBA', 'RELEASE OF CHLOROKINE/HYDROXYCHLOROQUINE\nBY ANVISA, ALREADY WITH DOSAGE FOR\nTREATMENT OF COVID-19\nMOVEMENT\nMOVEMENT\nREPUBLICS CURITIBA\nREPUBLICADECURITIBA', [('por', 0.7528848052024841), ('eng', 0.13266339898109436), ('ita', 0.11445179581642151)])]",['Partly false information'],"('Enquanto a imprensa espalha a desgraça Bolsonaro e Mandetta trabalham pelo Brasil.', 'While the press spreads disgrace Bolsonaro and Mandetta work for Brazil.', [('por', 1.0)])"
20769,"[(None, 'fb')]",[],[],"('Viral !! Ribuan burung gagak berdatangan di kota texas, amerika Setelah menyerang kota wuhan, china', 'Viral !! Thousands of crows arrive in the city of Texas, America After attacking the city of Wuhan, China', [('msa', 1.0)])"
10764,"[(1617587952.0, 'fb')]",[],['False information'],"('GEORGE FLOYD\'S BROTHER ARRESTED IN EAST COAST SHOOTING\n\nGeorge Floyd\'s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ""road rage"" shooting of a white couple, killing the mother of six sitting in the passenger seat.\n\n', 'GEORGE FLOYD\'S BROTHER ARRESTED IN EAST COAST SHOOTING\n\nGeorge Floyd\'s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ""road rage"" shooting of a white couple, killing the mother of six sitting in the passenger seat.\n\n', [('eng', 1.0)])"
26646,"[(None, 'fb')]","[('혈압 정상수치\n140/100\n(mmHg)\nWHO 성인 혈압 권고치 입니다\n한국만 120/80....약 팔아 먹기위해\n의사협회의 압력이 이렇게 막강 합니다', 'normal blood pressure\n140/100\n(mmHg)\nWHO recommendations for adult blood pressure\nOnly in Korea 120/80....To sell medicine\nThe pressure of the medical association is so strong', [('kor', 0.8084405064582825), ('eng', 0.08726327866315842)])]",[],"('아이고...', 'Gosh...', [('kor', 1.0)])"
1542,"[(1638399985.0, 'fb')]","[('Nicolás Maduro\n@Nicolas Maduro\nPor la patria grande, nuestro total\napoyo desde Venezuela al compañero\nGabriel Boric.\nBORIC\n.\n20:35 30-11-21 Twitter Media Studio\nBORIC\nsuunta\n.\n:\nBOOK', 'Nicholas Maduro\n@NicolasMaduro\nFor the great country, our total\nsupport from Venezuela to the comrade\nGabriel Boric.\nBORICS\n.\n20:35 30-11-21 Twitter Media Studio\nBORICS\nsuunta\n.\n:\nbook', [('spa', 0.5932992696762085), ('eng', 0.3599553108215332), ('fin', 0.011295064352452755)])]",['Altered photo'],
25147,"[(None, 'fb')]",[],[],"('ระดับโลก! ทักษิณ ชินวัตร ได้รับเชิญจากเวทีโลกเพื่อวิเคราะห์การปรับตัวทางเศรษฐกิจและธุรกิจของโลกหลังโควิด-19World class! Taksin Shinawatra invited by the world stage to analyse global economic adaptation and business after COVID-19Translated', 'World class! Thaksin Shinawatra invited by the world stage to analyze global economic adaptation and business after COVID-19Translated', [('tha', 1.0)])"
15453,"[(1643646525.0, 'fb'), (1581010873.0, 'fb')]",[],['False information'],"('Não acredito! Eles acertam tudo! 😱', ""I don't believe! They get everything right! 😱"", [('por', 1.0)])"
10169,"[(1567369506.0, 'fb')]","[('Ernesto Araújo\n@ermestofaraujo\nNão é hora de combater a\nfome, a miséria, muito menos\no analfabetismo.\nÉ hora de combater o PT e o\ncomunisno. Vamos juntos!', ""Ernesto Araújo\n@ermestofaraujo\nIt's not time to fight\nhunger, misery, much less\nilliteracy.\nIt's time to fight the PT and the\ncommunist. Let's go together!"", [('por', 0.8817551136016846), ('eo', 0.11824487149715424)])]",['False information'],"('Estou me contendo em compartilhar absurdos e loucuras deste DESgoverno comandado por escórias humanas, tentando assim cuidar da minha saúde, mas como aguentar ISSO?', ""I'm holding back from sharing absurdities and madness of this DISgovernment commanded by human scum, trying to take care of my health, but how can I put up with THIS?"", [('por', 1.0)])"
20937,"[(1590907750.0, 'fb')]",[],['False information.'],"('VÝZVA PRO CELÝ ČESKÝ NÁROD !!! ROZŠIŘUJTE JAK SE DÁ !!!\nPolská tv stanice TVP INFO informovala polské občany o tom, co EU, USA a\nNATO ""upekly"".\nSamozřejmě, hlásná trouba protektorátního režimu v Praze, ČT24, nám,\nobčanům České republiky, ""zapomněla"" tuto informaci přinést.\nNa setkání Visegrádské skupiny v Praze předložil Frank-Walter Steinmeir\ndevítistránkový dokument vzniku Evropského superstátu.\nČlenské státy se vzdají:\n1) vlastní armády, vlastních tajných služeb, vlastního zákonodárství,\nvlastního daňového systému, vlastní měny\n2) kontroly nad státní hranicí včetně systému a procedury vpouštění a\nrelokace migrantů\n3) vytvoření společného vízového systému, společnou zahraniční politiku\ntransformace NATO\nV preambuli textu vlády Francie a Německa oznamují:\n""Naše státy sdílejí společné předurčení a společný žebříček hodnot, které\ndávají předpoklad ještě hlubšímu sjednocení našeho obyvatelstva.\nBudeme tedy usilovat o politickou unii v Evropě a zveme další Evropany k\npřipojení k projektu.""\n* Vznikne společná armáda „European Security Compact” na principu \n„ohrožení jednoho státu/ohrožení všech států\n* Rozvědka a kontrarozvědka bude podřízena jednomu centru* Bude \nzvětšena pravomoc „Evropského veřejného žalobce“ a vznikne jednotný \ntrestní zákon\n* Národní státy nebudou mít právo rozhodovat o migraci a nebudou mít \nvlastní azylovou politiku\n* Rozmístění migrantů bude povinné a bude respektovat rovnoměrné \nrozdělování uprchlíků a národní státy to nebudou moci odmítnout.\n\n* Německo a Francie už ve jménu EU začaly jednat se severoafrickými \nzeměmi na nejvyšší úrovni o pravidlech migrace a rozšíření dialogu na toto \ntéma\n Bude zavedena jednotná měna euro pro všechny členské země, otázka \nnezní zda, ale kdy bude přijato\n* Bude zaveden jednotný daňový systém a bude odstraněna konkurence \nv daňovém systému mezi jednotlivými zeměmi…“\nTo je tak ve zkratce všechno. Takže je to tu, vážení.\nKdyž jsem to četl, vzpomněl jsem si okamžitě na \nMnichovskou dohodu 1938…\nTohle je naše prostá likvidace a podle všeho evidentní příprava na válku. Je\nto otevřená realizace Nového světového řádu v Evropě /NWO/.\nCelý text s nímž Steinmeier vystoupí v Praze si můžete přečíst tady:\nhttp://www.tvp.info/25939587/(http://www.tvp.info/25939587/)\n[2] (polsky)\nNezdá se, že by šlo se o fake, nebo hoax. TVP INFO je polská veřejnoprávní\ntelevize.\nA o tomto všem by měli za nás rozhodovat současní samozvaní psychopati, \nco jsou v celé EU?\nNo s pánem bohem!!…\nTak už vím, proč Velká Británie vycouvala z EU.\nTaké proč začíná aktivně couvat Maďarsko.\nMy zatím stále lezeme někomu do ……\nKolik naši představitelé za to dostanou, asi dost a potom se vytratí někde\ndo bezpečí. \n\nMgr. Karel Hlisníkovský\nprávník odboru\nMagistrát města Ostravy\nOdbor dopravně správních činností.\n30. dubna 635/35, 701 98 Ostrava\nT + 420 599 444 870\nE khlisnikovsky@ostrava.cz(mailto:khlisnikovsky@ostrava.cz)\nwww.ostrava.com(http://www.ostrava.com/)\nTak to už není žádná sranda!!\nPřeposílat, bojovat proti (hlavně pak nevolit vítače \nmigrantů, celou početnou pleádu“Čechů“ (tuto \npříslušnost si nezaslouží), jejichž částečný seznam je \nv příloze pod názvem „Češi vlastizrádci, kteří jdou \nproti své zemi a svému národu“)!!\nPřipomeňte si i další závažné články a dokumenty, \nkteré obsahují texty ohrožující naši státní, národní i\nnárodnostní identitu, svobodu a svrchovanost.\nVÝZVA PRO CELÝ ČESKÝ NÁROD!!! ROZŠIŘUJTE JAK SE DÁ!!!\nA preto ta hysteria okolo Babiša a Zemana ze strany naších pravicových,\npardon ""US demokratických sil.""', 'CHALLENGE FOR THE ENTIRE CZECH NATION!!! SPREAD AS MUCH AS YOU CAN !!!\nThe Polish TV station TVP INFO informed Polish citizens about what the EU, USA and\nNATO ""baked"".\nOf course, the mouthpiece of the protectorate regime in Prague, ČT24, us,\ncitizens of the Czech Republic, ""forgot"" to bring this information.\nFrank-Walter Steinmeir presented at the meeting of the Visegrad Group in Prague\na nine-page document on the creation of the European superstate.\nMember States shall waive:\n1) own army, own secret services, own legislation,\nown tax system, own currency\n2) controls over the state border, including the system and procedure of entry a\nrelocation of migrants\n3) creation of a common visa system, a common foreign policy\nNATO transformation\nIn the preamble to the text, the governments of France and Germany announce:\n""Our states share a common destiny and a common scale of values which\nthey provide a prerequisite for an even deeper unification of our population.\nSo we will strive for a political union in Europe and invite other Europeans to\nconnection to the project.""\n* A common army ""European Security Compact"" will be created based on the principle\n""a threat to one state/a threat to all states\n* Intelligence and counter-intelligence will be subordinated to one center* It will be\nthe powers of the ""European Public Prosecutor"" have been increased and a single one will be created\nCriminal Law\n* Nation states will not have the right to decide on migration and they will not\nown asylum policy\n* The distribution of migrants will be mandatory and will respect equal\ndistribution of refugees and nation states will not be able to refuse it.\n\n* Germany and France have already started negotiating with the North Africans on behalf of the EU\ncountries at the highest level on migration rules and extending the dialogue to this\ntopic\n Will a single euro currency be introduced for all member countries, question\nnot if, but when it will be accepted\n* A unified tax system will be introduced and competition will be eliminated\nin the tax system between individual countries…”\nThat\'s all in a nutshell. So here it is, folks.\nWhen I read it, I immediately thought of\nThe Munich Agreement of 1938…\nThis is our simple liquidation and, by all accounts, an obvious preparation for war. Yippee\nit is the open realization of the New World Order in Europe /NWO/.\nYou can read the entire text with which Steinmeier will speak in Prague here:\nhttp://www.tvp.info/25939587/(http://www.tvp.info/25939587/)\n[2] (Polish)\nIt does not appear to be a fake or a hoax. TVP INFO is a Polish public broadcaster\nTV.\nAnd all of this should be decided for us by today\'s self-proclaimed psychopaths,\nwhat are they across the EU?\nWell, by God!!…\nNow I know why Great Britain backed out of the EU.\nAlso why is Hungary starting to actively back down.\nWe are still climbing into someone\'s ……\nHow much do our representatives get for it, probably enough, and then they disappear somewhere\nto safety.\n\nM.Sc. Karel Hlisníkovský\nunion lawyer\nCity Hall of Ostrava\nDepartment of Transport Administrative Activities.\nApril 30, 635/35, 701 98 Ostrava\nT + 420 599 444 870\nE khlisnikovsky@ostrava.cz (mailto: khlisnikovsky@ostrava.cz)\nwww.ostrava.com(http://www.ostrava.com/)\nIt\'s no fun anymore!!\nForward, fight against (mainly don\'t choose the greeter\nmigrants, the entire numerous pleiad of ""Czechs"" (this\ndoes not deserve membership), a partial list of which is\nin the appendix under the title ""Czech traitors who go\nagainst his country and his people"")!!\nAlso remind yourself of other important articles and documents,\nwhich contain texts threatening our state, national i\nnational identity, freedom and sovereignty.\nCHALLENGE FOR THE ENTIRE CZECH NATION!!! SPREAD AS MUCH AS YOU CAN!!!\nAnd that\'s why the hysteria about Babiš and Zeman on the part of our rightists,\nsorry ""US democratic forces.""', [('ces', 1.0)])"
5905,"[(1585783181.0, 'ig')]",[],[],"('Ante la escasez de #mascarillas ,aquí les dejo un video para que puedan esterilizar las que tienen en casa en tan solo 5 min...', ""Given the shortage of #masks, here's a video so you can sterilize the ones you have at home in just 5 min..."", [('spa', 1.0)])"
22689,"[(1621877251.0, 'fb')]",[],['False information'],"('Арестуваният беларуски ""опозиционер"" Роман Протасевич.', 'The arrested Belarusian ""oppositionist"" Roman Protasevich.', [('bul', 1.0)])"
17650,"[(1623245143.0, 'fb')]",[],['False information'],"(""Respect Africans & you'll be Respected. Don't rattle us!"", ""Respect Africans & you'll be Respected. Don't rattle us!"", [('eng', 1.0)])"
16136,"[(1653543070.0, 'fb')]","[('Twitter mobile.twitter.com 13 min\n.\nDavid Rozo\nURGENTE: ¿Ya se enteraron que el Gobierno\nNacional expidió un decreto de orden\npúblico que deja por fuera los testigos electorales\ny elimina el uso de dispositivos electrónicos para\nreportar irregularidades en las elecciones de este\ndomingo? Gravísimo. Están preparando fraude.\n<', 'Twitter mobile.twitter.com 13 min\n.\nDavid Rozo\nURGENT: Have you heard that the Government\nNational issued a decree of order\npublic that leaves out electoral witnesses\nand eliminates the use of electronic devices for\nreport irregularities in the elections of this\nSunday? Very serious. They are preparing fraud.\n<', [('spa', 0.8878616094589233), ('sv', 0.10848035663366318)])]",['False information'],"('POR FAVOR VERFICAR ESTA INFORMACIÓN. DE SER CIERTA GRAVÍSIMO, ESTARÍAN ATENTANDO CONTRA LOS RESULTADOS ELECTORALES...', 'PLEASE VERIFY THIS INFORMATION. IF TRUE, VERY SERIOUS, THEY WOULD BE ATTEMPTING AGAINST THE ELECTORAL RESULTS...', [('spa', 1.0)])"
12201,"[(1608190096.0, 'fb')]",[],['False information'],"('Irgendetwas stimmt doch mit diesen Corona-Patienten nicht. 🤔\n\nSchau dir die 3 Patienten mal an!\n\nMehr Fake geht nicht!', 'Something is wrong with these corona patients. 🤔\n\nLook at the 3 patients!\n\nMore fake is not possible!', [('deu', 1.0)])"
17915,"[(1571011497.0, 'fb')]",[],['False information'],"('SOLDADO DO EXÉRCITO DA OCUPAÇÃO SIONISTA ATACA VIOLENTAMENTE UM GAROTO PALESTINO.', 'ZIONIST OCCUPATION ARMY SOLDIER VIOLENTLY ATTACKS A PALESTINE BOY.', [('por', 1.0)])"
24663,"[(1656988585.0, 'fb')]","[('m\nජැක්සන් ඇන්තනී මහතා\nඅනතුරට පත් වු වීඩියෝව\nc]\n1*10k\nTik Tok\nchs', 'm\nMr. Jackson Anthony\nVideo of the accident\nc]\n1*10k\nTik Tok\nchs', [('sin', 0.7618273496627808)])]",['False information'],"('ජැක්සන් ඇන්තනී මහතා අනතුරට පත් වීඩියෝව', 'Mr. Jackson Anthony accident video', [('sin', 1.0)])"
