fact_check_id,claim,instances,title
36467,"('Ces pays prévoient une réouverture des classes en septembre, contrairement à la France', 'These countries plan to reopen classes in September, unlike France', [('fra', 1.0)])","[(1587063780.0, 'https://factuel.afp.com/attention-la-majorite-de-ces-pays-nont-pas-acte-de-reouverture-des-classes-en-septembre#e6c249268fcd0bbee1a8980e1a8c28eb')]","(""Attention, la majorité de ces pays n'ont pas acté de réouverture des classes en septembre"", 'Please note, the majority of these countries have not officially reopened classes in September.', [('fra', 1.0)])"
67750,"('Igor González Sola fue el autor material del secuestro y la muerte de Miguel Ángel Blanco', 'Igor González Sola was the material author of the kidnapping and death of Miguel Ángel Blanco', [('spa', 1.0)])","[(1599846780.0, 'https://factual.afp.com/igor-gonzalez-sola-no-participo-en-el-crimen-contra-miguel-angel-blanco-aunque-integraba-el-comando#815028ed4adb2f36c76f579373a36c58')]","('Igor González Sola no participó en el crimen contra Miguel Ángel Blanco, aunque integraba el comando de los autores', ""Igor González Sola did not participate in the crime against Miguel Ángel Blanco, although he was part of the perpetrators' command"", [('spa', 1.0)])"
36545,"('Cette carte montre des niveaux élevés de dioxyde de soufre à Wuhan à cause de la crémation de cadavresThis map shows high sulphur dioxide levels in Wuhan due to ‘burning of organic matters’', 'This map shows high sulfur dioxide levels in Wuhan due to ‘burning of organic matters’', [('fra', 1.0)])","[(1582565220.0, 'https://factuel.afp.com/non-ce-nest-pas-une-carte-du-dioxyde-de-soufre-actuellement-wuhan#695132c988e1403aa9f841545375ba47')]","(""Non, ce n'est pas une carte du dioxyde de soufre actuellement à Wuhan"", 'No, this is not a sulfur dioxide map currently in Wuhan', [('fra', 1.0)])"
73767,"('Israel, único país con cuatro vacunas, rompió record de casos de covid-19', 'Israel, the only country with four vaccines, broke the record for covid-19 cases', [('spa', 1.0)])","[(1643224140.0, 'https://factual.afp.com/doc.afp.com.9X74GE#b1484c98564e8fd4c14d41abf0a9933b')]","('Israel no ha inmunizado toda su población con 4 dosis en enero de 2022 y las vacunas son eficaces', 'Israel has not immunized its entire population with 4 doses in January 2022 and the vaccines are effective', [('spa', 1.0)])"
193460,"('มาเลเซียแจกเงินฟรี 6 เดือน ไม่ต้องเสียค่าไฟ', 'Malaysia gives away free money for 6 months, no need to pay electricity bill', [('tha', 1.0)])","[(1586858280.0, 'https://factcheckthailand.afp.com/malaysia-covid19-financial-package-th#ca6dc67b21f88c0053bbc0895d2e3cfc')]","('คำกล่าวอ้างปลอมระบุว่ารัฐบาลมาเลเซียมอบเงินให้ประชาชนทุกคนและยกเว้นการชำระค่าใช้ไฟฟ้าระหว่างช่วงโควิด-19 ระบาด', 'The fake claims say the Malaysian government is giving money to all citizens and exempting electricity bill payments during the coronavirus pandemic.', [('tha', 1.0)])"
119281,"('Sergio Moro foi a um jantar em Fortaleza, mas o sanfoneiro é bolsonarista', 'Sergio Moro went to a dinner in Fortaleza, but the accordionist is a bolsonarista', [('por', 1.0)])","[(1644935760.0, 'https://checamos.afp.com/doc.afp.com.322G664#feca3ddf620b6e7dfb1bf98943a35ad7')]","('É montagem o vídeo em que músicos tocam canção associada a Bolsonaro para Moro em Fortaleza', 'It is a montage of the video in which musicians play a song associated with Bolsonaro for Moro in Fortaleza', [('por', 1.0)])"
61755,"('GOBIERNO RUSO LIBERA LEONES POR RUSIA PARA MANTENER LA CUARENTENA', 'RUSSIAN GOVERNMENT RELEASES LIONS FOR RUSSIA TO MAINTAIN QUARANTINE', [('spa', 1.0)])","[(1585258920.0, 'https://factual.afp.com/el-video-de-leones-en-las-calles-no-muestra-una-medida-rusa-ante-el-nuevo-coronavirus-fue-filmado-en#34f4d375d9aeb8b2dba9882f62b86b5a')]","('El video de leones en las calles no muestra una medida rusa ante el nuevo coronavirus, fue filmado en India antes de la pandemia', 'The video of lions in the streets does not show a Russian measure against the new coronavirus, it was filmed in India before the pandemic', [('spa', 1.0)])"
103776,"('Photo shows Muslim protesters detained in Myanmar', 'Photo shows Muslim protesters detained in Myanmar', [('eng', 1.0)])","[(1613729340.0, 'https://factcheck.afp.com/afp-photo-detained-thai-protesters-2004-recirculates-misleading-posts-about-myanmar-muslims#c62826dd0c8874d11eeb68b51e8d79c7')]","(""AFP photo of detained Thai protesters in 2004 recirculates in misleading posts about 'Myanmar Muslims'"", ""AFP photo of detained Thai protesters in 2004 recirculates in misleading posts about 'Myanmar Muslims'"", [('eng', 1.0)])"
151307,"('Yuyuniz Navas dijo que el voto de una persona de La pintana o la periferia no puede valer lo mismo que el de una persona del sector oriente, que es más importante', 'Yuyuniz Navas said that the vote of a person from La Pintana or the periphery cannot be worth the same as that of a person from the eastern sector, which is more important', [('spa', 1.0)])","[(1620865860.0, 'https://factual.afp.com/no-hay-registro-de-que-una-candidata-chilena-dijera-que-los-votos-tienen-distinto-valor#c07a7b269c12c3933756aeeaf3c9b094')]","('No hay registro de que una candidata chilena dijera que los votos tienen distinto valor', 'There is no record of a Chilean candidate saying that votes have a different value', [('spa', 1.0)])"
79305,"(""L'Australie a rappelé 50 millions de doses de vaccin anti-Covid"", 'Australia recalled 50 million doses of Covid vaccine', [('fra', 1.0)])","[(1645819380.0, 'https://factuel.afp.com/doc.afp.com.323Q7K9#225af191138eeb48b6945c2c93c1f368')]","(""Non, l'Australie n'a pas rappelé 50 millions de doses d'un vaccin anti-Covid"", 'No, Australia has not recalled 50 million doses of a Covid vaccine', [('fra', 1.0)])"
74375,"('Jacinda Ardern blamed Rupert Murdoch-controlled media for populist anger', 'Jacinda Ardern blamed Rupert Murdoch-controlled media for populist anger', [('eng', 1.0)])","[(1649353080.0, 'https://factcheck.afp.com/doc.afp.com.327P2M8#ea033e84247587aaa8fe4c365a9c8575')]","('Posts misattribute quote to New Zealand PM', 'Posts misattribute quote to New Zealand PM', [('eng', 1.0)])"
107096,"(""Policia infiltrat en les manifestacions després de l'empresonament del raper Pablo Hasél"", 'Police infiltrated the demonstrations after the imprisonment of rapper Pablo Hasél', [('cat', 1.0)])","[(1614858720.0, 'https://comprovem.afp.com/les-fotos-dun-presumpte-policia-infiltrat-les-manifestacions-hasel-circulen-des-de-2018#f2d0cfa5cff46faf2db784f1f2fbba1d')]","('Les fotos d’un presumpte policia infiltrat a les manifestacions per Hasél circulen des de 2018', 'Photos of a suspected police officer who infiltrated the demonstrations for Hasél have been circulating since 2018', [('cat', 1.0)])"
140951,"('Video de la lava del volcán de la isla de La Palma en España', 'Video of the lava from the volcano on the island of La Palma in Spain', [('spa', 1.0)])","[(1634328060.0, 'https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9PR4TC-1#a1b8cf012ace968aec5b329782819bfa')]","('Ninguno de estos videos de corrientes de lava muestra la erupción del volcán en La Palma de 2021', 'None of these videos of lava flows show the eruption of the volcano on La Palma in 2021', [('spa', 1.0)])"
135955,"('US President Donald Trump threatens to attack Nigeria', 'US President Donald Trump threatens to attack Nigeria', [('eng', 1.0)])","[(1578648540.0, 'https://factcheck.afp.com/dont-panic-nigeria-trump-hasnt-threatened-attack-two-tweets-us-presidents-twitter-account-were#573e5d0d2ef6fedcbb734414cbefaff6')]","('Don’t panic, Nigeria: Trump hasn’t threatened to attack. Two “tweets” from the US President’s Twitter account were fabricated', 'Don’t panic, Nigeria: Trump hasn’t threatened to attack. Two “tweets” from the US President’s Twitter account were fabricated', [('eng', 1.0)])"
193482,"('รายงานการจัดอันดับความปลอดภัยของวัคซีน โดย “เดอะนิวยอร์กไทมส์”?', 'Vaccine Safety Rating Report by The New York Times?', [('tha', 1.0)])","[(1623063480.0, 'https://factcheckthailand.afp.com/misleading-posts-circulate-online-claiming-nyt-deutsche-welle-endorsed-chinas-covid-19-vaccines-th#99d8dfbb22f57c93b98761bbee66dae5')]","('คำกล่าวอ้างที่ทำให้เข้าใจผิดถูกแชร์ออนไลน์ว่านิวยอร์กไทมส์จัดอันดับให้วัคซีนของประเทศจีนเป็นวัคซีนโควิด-19 ที่ปลอดภัยที่สุด', ""Misleading claims have been shared online that the New York Times ranks China's vaccine as a COVID-19 vaccine. the safest"", [('tha', 1.0)])"
87255,"('María Paula Romo invitó a votar por Guillermo Lasso en las elecciones en Ecuador de 2021', 'María Paula Romo invited to vote for Guillermo Lasso in the 2021 elections in Ecuador', [('spa', 1.0)])","[(1615410720.0, 'https://factual.afp.com/el-video-de-maria-paula-romo-invitando-votar-por-lasso-es-de-la-campana-ecuatoriana-de-2017#0271a62075fe5b2fa72359ad635bcbfb')]","('El video de María Paula Romo invitando a votar por Lasso es de la campaña ecuatoriana de 2017', 'The video of María Paula Romo inviting people to vote for Lasso is from the 2017 Ecuadorian campaign', [('spa', 1.0)])"
119537,"('Sex education for grade 4 students in 2020', 'Sex education for grade 4 students in 2020', [('eng', 1.0)])","[(1574706120.0, 'https://factcheck.afp.com/these-images-dont-show-sexual-content-set-south-africas-school-curriculum#4aea24801cbd622a4eba7d370263bda1')]","(""These images don’t show sexual content set for South Africa's school curriculum"", ""These images don’t show sexual content set for South Africa's school curriculum"", [('eng', 1.0)])"
111678,"('RESULTADO DO CORONAVIRUS NA ITÁLIA', 'CORONAVIRUS OUTCOME IN ITALY', [('por', 1.0)])","[(1585156200.0, 'https://checamos.afp.com/esses-caixoes-alinhados-nao-sao-de-vitimas-do-novo-coronavirus-mas-de-migrantes-mortos-na-costa-da#37d55c974d7b33b889d2e4cf45643824')]","('Esses caixões alinhados não são de vítimas do novo coronavírus, mas de migrantes mortos na costa da Itália em 2013', 'These coffins lined up are not of victims of the new coronavirus, but of migrants killed off the coast of Italy in 2013.', [('por', 1.0)])"
68152,"('Ilhan Omar tweets that all white men should be enslaved', 'Ilhan Omar tweets that all white men should be enslaved', [('eng', 1.0)])","[(1563951480.0, 'https://factcheck.afp.com/us-congresswoman-omar-did-not-tell-time-magazine-all-white-men-should-be-enslaved#fae09b896e51f844ff46f2cb6666710a')]","('US congresswoman Omar did not tell TIME magazine all white men should be enslaved', 'US congresswoman Omar did not tell TIME magazine all white men should be enslaved', [('eng', 1.0)])"
53416,"('Ese es el casoplon de Abascal 1,3 m de euros y sin dar palo al agua..', 'That is the case of Abascal 1.3 m euros and without hitting the water..', [('spa', 1.0)])","[(1616975880.0, 'https://www.newtral.es/bulo-casa-santiago-abascal-leo-messi/20210329/#e0d0c736422bc4b2e1b3958edacb2016')]","('El “casoplón” que circula por redes sociales no es de Abascal, sino de Messi', 'The ""casoplón"" that circulates on social networks is not from Abascal, but from Messi', [('spa', 1.0)])"
54395,"('Este video muestra a líderes del batallón Azov detenidos en Mariúpol en 2022', 'This video shows Azov battalion leaders detained in Mariupol in 2022', [('spa', 1.0)])","[(1649702100.0, 'https://factual.afp.com/doc.afp.com.32866FD#d0b34df5971f5494bc5345b94edbe074')]","('Este video de soldados ucranianos detenidos fue grabado en 2015 en Donetsk, no en Mariúpol', 'This video of detained Ukrainian soldiers was recorded in 2015 in Donetsk, not Mariupol', [('spa', 1.0)])"
138204,"(""Une résolution du Conseil de l'Europe empêche l'obligation vaccinale"", 'A Council of Europe resolution prevents compulsory vaccination', [('fra', 1.0)])","[(1634314560.0, 'https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9PN6BU-1#92368b68118797661945e794bbb0525c')]","(""Attention aux propos de cette infirmière sur l'obligation vaccinale"", 'Beware of the words of this nurse on the obligation to vaccinate', [('fra', 1.0)])"
124986,"('Thai protest leaders granted political asylum in United States by CIA?', 'Thai protest leaders granted political asylum in United States by CIA?', [('eng', 1.0)])","[(1604649540.0, 'https://factcheck.afp.com/misleading-claim-circulates-online-cia-has-granted-thai-protest-leaders-political-asylum-united#cb3e2d7469f5cb62e1080ceed2b091e7')]","('Hoax circulates online that CIA has granted Thai protest leaders political asylum in the United States', 'Hoax circulates online that CIA has granted Thai protest leaders political asylum in the United States', [('eng', 1.0)])"
47396,"('Donald Trump tweets to congratulate Ethiopian Prime Minister Abiy Ahmed on Nobel Peace Prize', 'Donald Trump tweets to congratulate Ethiopian Prime Minister Abiy Ahmed on his Nobel Peace Prize', [('eng', 1.0)])","[(1576231320.0, 'https://factcheck.afp.com/trump-did-not-tweet-congratulate-ethiopian-pm-abiy-ahmed-his-nobel-prize#2947e6bedf540efad66b4239de448076')]","('Trump did not tweet to congratulate Ethiopian PM Abiy Ahmed on his Nobel Prize', 'Trump did not tweet congratulations to Ethiopian PM Abiy Ahmed on his Nobel Prize', [('eng', 1.0)])"
121718,"('Stara epizoda Simsonovih predvidela je kanadski konvoj slobode', 'An old episode of The Simpsons predicted the Canadian Freedom Convoy', [('hbs', 1.0)])","[(1643996580.0, 'https://cinjenice.afp.com/doc.afp.com.9Y677D#8c27457061cbc583550e3693cdd449ff')]","('Snimak Simpsonovih je montiran da izgleda kao kanadski ""Konvoj slobode""', 'The Simpsons clip is edited to look like Canada\'s ""Freedom Convoy""', [('hbs', 1.0)])"
79469,"(""L'enfant de 13 ans Burkinabé qui avait abattu le drone français lors manifestation contre convoi de l'armée française a été décoré par les autorités de son gouvernement"", 'The 13-year-old Burkinabé child who had shot down the French drone during a demonstration against the French army convoy has been decorated by the authorities of his government', [('fra', 1.0)])","[(1638550946.0, 'https://observers.france24.com/fr/afrique/20211203-intox-burkina-faso-enfant-sawadogo-drone-arm%C3%A9e-fran%C3%A7aise-kaya#602536f92117e4ba04da1a77baffa9ae')]","('Ce jeune Burkinabè n’a rien à voir avec l’enfant qui aurait abattu un drone à Kaya', 'This young Burkinabè has nothing to do with the child who allegedly shot down a drone in Kaya', [('fra', 1.0)])"
139509,"('Vaksin Covid-19 buatan Sinovac menyebabkan disfungsi ereksi', ""Sinovac's Covid-19 vaccine causes erectile dysfunction"", [('msa', 1.0)])","[(1618819080.0, 'https://periksafakta.afp.com/para-pakar-menyatakan-terdapat-berbagai-faktor-di-balik-disfungsi-ereksi-namun-vaksin-covid-19-bukan#667dc67cae8e4aec1b691b12f49db55b')]","('Para pakar menyatakan terdapat berbagai faktor di balik disfungsi ereksi, namun vaksin Covid-19 bukan salah satunya', 'Experts say there are various factors behind erectile dysfunction, but the Covid-19 vaccine is not one of them', [('msa', 1.0)])"
108098,"('Post shows stadiums which resemble eyes used for satanic rituals', 'Post shows stadiums which resemble eyes used for satanic rituals', [('eng', 1.0)])","[(1618400280.0, 'https://factcheck.afp.com/stadiums-do-not-feature-all-seeing-eyes-most-were-digitally-altered-advertising-campaign#a6aa1b841fb7e367c741cdd92cd9acd7')]","(""Stadiums do not feature 'all-seeing eyes' -- most were digitally altered for an advertising campaign"", ""Stadiums do not feature 'all-seeing eyes' -- most were digitally altered for an advertising campaign"", [('eng', 1.0)])"
18020,"('A segunda onda da gripe espanhola de 1918 foi a mais letal porque as pessoas relaxaram e abandonaram as medidas de precaução.', 'The second wave of the 1918 Spanish flu was the deadliest because people relaxed and abandoned precautionary measures.', [('por', 1.0)])","[(1608314700.0, 'https://checamos.afp.com/segunda-onda-da-gripe-espanhola-foi-mais-mortal-mas-nao-porque-pessoas-relaxaram#2ef2cced9dc4a5d0bc7bc3506dcbe7ae')]","('A segunda onda da gripe espanhola foi a mais mortal, mas não porque as pessoas relaxaram', 'The second wave of the Spanish flu was the deadliest, but not because people relaxed', [('por', 1.0)])"
59848,"('Fotografia dokazuje, že pápež pobozkal ruky Rockefellerovi a Rothschildovi', 'The photo proves that the Pope kissed the hands of Rockefeller and Rothschild', [('slk', 1.0)])","[(1632242040.0, 'https://fakty.afp.com/http%253A%252F%252Fdoc.afp.com%252F9N934L-1#c1e1acf05f81e17f1c7ba70e42ffc209')]","('Fotografia zachytáva pápeža Františka, ako bozkáva ruky preživším holokaustu', 'The photo captures Pope Francis kissing the hands of Holocaust survivors', [('slk', 1.0)])"
193329,"('นักการเมืองเม็กซิโกถอดเสื้อผ้าประท้วงต่อต้านการทุจริต?', 'Mexican politicians undress protesting against corruption?', [('tha', 1.0)])","[(1631016600.0, 'https://factcheckthailand.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MC9A2#e81274ac2681e2e069b3d09a42fe9e14')]","('สื่อสังคมออนไลน์ในประเทศไทยแชร์ภาพนักการเมืองเม็กซิกันพร้อมคำกล่าวอ้างที่ทำให้เข้าใจผิด', 'Social media in Thailand share pictures of Mexican politicians with misleading claims', [('tha', 1.0)])"
49484,"('Ein Beitrag in sozialen Netzwerken zeigt untereinander drei Wetterkarten. Die obere Karte (ARD, angeblich aus dem Jahr 2009) stellt die Temperaturen ohne farbliche Unterlegung dar. Die Karte in der Mitte (ARD, 2019) zeigt Temperaturen von weniger als 30 Grad auf rotem Grund. Die untere Karte (angeblich aus dem Jahr 2020) wird ebenso den öffentlich-rechtlichen Sendern ARD und ZDF zugeschrieben. Im Kommentar zu der Fotocollage heißt es: «Dreist ist die visuell-dramatische Unterstützung auf den Wetterkarten.»', 'A post on social networks shows three weather maps one below the other. The upper map (ARD, allegedly from 2009) shows the temperatures without a colored background. The map in the middle (ARD, 2019) shows temperatures of less than 30 degrees on a red background. The lower card (allegedly from 2020) is also attributed to the public broadcasters ARD and ZDF. The commentary on the photo collage says: ""The visual-dramatic support on the weather maps is bold.""', [('deu', 1.0)])","[(1595894280.0, 'https://dpa-factchecking.com/germany/200723-99-896113#0243804c59210a891051daa28b00c6ba')]","('Wetterkarten werden nicht dramatisiert', 'Weather maps are not dramatized', [('deu', 1.0)])"
193501,"('วิดีโอผู้คนแห่ซื้อของตุนระหว่างโควิด-19 ระบาดในสหรัฐฯ?', 'Video of people buying groceries during COVID-19 Outbreak in the US?', [('tha', 1.0)])","[(1585047540.0, 'https://factcheckthailand.afp.com/black-friday-wrestling-vignette-not-panic-shopping-in-usa-th#ad15bbf943b0600b38f6e35f3fdbd4bf')]","('วิดีโอนี้ถูกเผยแพร่ในเดือนพฤศจิกายนปี พ.ศ. 2562 หลายอาทิตย์ก่อนการระบาดครั้งแรกของเชื้อไวรัสโคโรน่าสายพันธ์ุใหม่', 'This video was released in November 2019, weeks before the first outbreak of the new coronavirus.', [('tha', 1.0)])"
79450,"('L\'aubergine sauvage peut guérir ""tout type de cancer""', 'Wild eggplant can cure ""any type of cancer""', [('fra', 1.0)])","[(1650476100.0, 'https://factuel.afp.com/doc.afp.com.328J9Y3#69d97186ef016f3e53df7749fec3793c')]","(""L'aubergine sauvage n'est pas un remède contre le cancer"", 'Wild eggplant is not a cure for cancer', [('fra', 1.0)])"
93801,"('Nicolás Maduro se pronuncia a favor de Andrés Arauz: “Un abrazo revolucionario para Andrés ¡Venceremos!”', 'Nicolás Maduro speaks out in favor of Andrés Arauz: “A revolutionary hug for Andrés, we will win!”', [('spa', 1.0)])","[(1618173540.0, 'https://factual.afp.com/no-hay-registro-de-que-maduro-haya-enviado-un-abrazo-revolucionario-andres-arauz#b1b6f4dfddf466480f5d7ddb2c705cc1')]","('No hay registro de que Maduro haya enviado “un abrazo revolucionario” a Andrés Arauz', 'There is no record that Maduro has sent ""a revolutionary hug"" to Andrés Arauz', [('spa', 1.0)])"
147500,"('Vídeo mostra como é feito um procedimento de aborto no Brasil', 'Video shows how an abortion procedure is performed in Brazil', [('por', 1.0)])","[(1652904780.0, 'https://checamos.afp.com/doc.afp.com.32AE4DX#121b3f57855d2d0958da56f01ab119e1')]","('As imagens de um aborto usando pinças não representam um procedimento padrão no Brasil', 'Images of an abortion using forceps do not represent a standard procedure in Brazil', [('por', 1.0)])"
106626,"('Playas en el Algarve (Portugal) con medidas de distanciamiento social por COVID-19', 'Beaches in the Algarve (Portugal) with social distancing measures due to COVID-19', [('spa', 1.0)])","[(1590606600.0, 'https://factual.afp.com/esta-playa-no-esta-en-el-algarve-portugues-sino-en-turquia-y-ya-era-asi-antes-de-la-crisis-de-covid#433031233874860e2813f9afca2009f5')]","('Esta playa no está en el Algarve portugués, sino en Turquía y ya era así antes de la crisis de COVID-19', 'This beach is not in the Portuguese Algarve, but in Turkey and it was like that before the COVID-19 crisis', [('spa', 1.0)])"
35960,"('Casal de idosos infectados pelo Coronavírus. Pelo que eu entendi, essa foi a despedida deles já que tiveram que ser separados', 'Elderly couple infected by the Coronavirus. As I understand it, this was their farewell as they had to be separated.', [('por', 1.0)])","[(1582210860.0, 'https://checamos.afp.com/este-casal-de-idosos-estava-se-despedindo-em-um-hospital-mas-nao-ha-registros-de-que-seu-estado-de#bed395199c19f1757efae900339e42a9')]","('Este casal de idosos estava se despedindo em um hospital, mas não há registros de que seu estado de saúde esteja ligado ao novo coronavírus', 'This elderly couple was saying goodbye in a hospital, but there are no records that their health status is linked to the new coronavirus', [('por', 1.0)])"
108281,"('Povinnosť nosiť rúško je protiústavná', 'The obligation to wear a veil is unconstitutional', [('slk', 1.0)])","[(1601057400.0, 'https://fakty.afp.com/nenosenie-ruska-nie-je-ustavne-pravo-policia-potvrdila-ze-zan-hrozi-pokuta-zdravotne-vynimky-boli#ad5e7c2387048386490ef334d3d01883')]","('Nenosenie rúška nie je ústavné právo a polícia potvrdila, že zaň hrozí pokuta. Zdravotné výnimky boli zrušené', 'Not wearing a face mask is not a constitutional right and the police have confirmed that it is punishable by a fine. Health exemptions have been abolished', [('slk', 1.0)])"
168753,"('سمكة تخاطر بحياتها لتنقذ سمكة', 'A fish risks its life to save a fish', [('ara', 1.0)])","[(1618507560.0, 'https://factuel.afp.com/ar/NotAFishRescuingAnotherFish4-21#ebfbb02e34d0fd7b726b1687361a7568')]","('هذا الفيديو الذي يُظهر سمكة تُنقذ سمكة أخرى على شاطئ رمليّ معدّل', 'This video shows a fish rescuing another on a modified sandy beach', [('ara', 1.0)])"
144486,"('Video shows microburst over Karachi in July 2022', 'Video shows microburst over Karachi in July 2022', [('eng', 1.0)])","[(1658209680.0, 'https://factcheck.afp.com/doc.afp.com.32EN4W3#dd37a133d518831f20802072478717cd')]","('Video shows storm over the US in 2018, not Pakistan in 2022', 'Video shows storm over the US in 2018, not Pakistan in 2022', [('eng', 1.0)])"
176412,"('هكذا عادت الطائرة بعد جولة تحليق استكشافية فوق أراضي قبيلة بدائية في الأمازون', 'This is how the plane returned after an exploratory flight over the lands of a primitive tribe in the Amazon', [('ara', 1.0)])","[(1607702100.0, 'https://factuel.afp.com/ar/this-is-not-an-airplane-shot-down-by-a-tribe#88ba32eec51afd3d1849ab2851a569b6')]","('هذه الطائرة لم تصبها أسهم قبيلة بدائية وهي مجرّد عمل فنّي', ""This plane was not hit by the arrows of a primitive tribe and it's just a work of art"", [('ara', 1.0)])"
