fact_check_id,claim,instances,title
205718,"('혈압 정상수치, 한국만 120/80mmHg다.', 'Normal blood pressure is 120/80 mmHg in Korea alone.', [('kor', 1.0)])","[(1617002880.0, 'https://factcheckkorea.afp.com/hyeolab-jeongsangsuci-hangugman-12080mmhg-sasil-anim-who-poham-segye-gaggug-bogeon-danggug-jeongsang#d3e79205ef53d05b01b4c3a32264d5ff')]","('혈압 정상수치, 한국만 120/80mmHg? 사실 아님… WHO 포함, 세계 각국 보건 당국 정상 혈압 120/80mmHg 미만 권고', 'Blood pressure normal value, 120/80mmHg only in Korea? not true... WHO and other health authorities around the world recommend a normal blood pressure of less than 120/80 mmHg', [('kor', 1.0)])"
93800,"('Nicolás Maduro se fotografió con una camiseta del candidato chileno Gabriel Boric', 'Nicolás Maduro was photographed with a shirt of the Chilean candidate Gabriel Boric', [('spa', 1.0)])","[(1638896640.0, 'https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9U74EQ-1#a02abd86edf541787e02cd30fe4b25ba')]","('El tuit de Maduro con una camiseta del candidato chileno Gabriel Boric es un doble montaje', ""Maduro's tweet with a t-shirt of the Chilean candidate Gabriel Boric is a double montage"", [('spa', 1.0)])"
125004,"(""Thailand's former prime minister gave public speech on economic impact of coronavirus pandemic"", ""Thailand's former prime minister gave public speech on economic impact of coronavirus pandemic"", [('eng', 1.0)])","[(1601530980.0, 'https://factcheck.afp.com/misleading-claim-circulates-online-video-shows-thailands-exiled-former-pm-giving-speech-economic#e06b9ddd5e1d8bd65b4edac32d8b28eb')]","('Misleading claim circulates online that video shows Thailand’s exiled former PM giving speech on economic impact of coronavirus pandemic', 'Misleading claim circulates online that video shows Thailand’s exiled former PM giving speech on economic impact of coronavirus pandemic', [('eng', 1.0)])"
98645,"('Os Simpsons previram o coronavírus há 27 anos em episódio de 1993', 'The Simpsons predicted the coronavirus 27 years ago in a 1993 episode', [('por', 1.0)])","[(1583356140.0, 'https://checamos.afp.com/os-simpsons-realmente-fizeram-uma-parodia-sobre-um-virus-ficticio-mas-uma-das-imagens-foi-manipulada#1446577536896fed3460d7844878cb73')]","('“Os Simpsons” realmente fizeram uma paródia sobre um vírus fictício, mas uma das imagens foi manipulada e não é de 1993', '“The Simpsons” did actually parody a fictional virus, but one of the images was manipulated and is not from 1993', [('por', 1.0)])"
89410,"('Ministro das Relações Exteriores do Brasil Ernesto Araújo publicou no Twitter que ""não é hora de combater a fome, a miséria, muito menos o analfabetismo""', 'Brazilian Foreign Minister Ernesto Araújo tweeted that ""this is not the time to fight hunger, poverty, much less illiteracy""', [('por', 1.0)])","[(1567629180.0, 'https://checamos.afp.com/nao-tuite-foi-publicado-em-conta-que-satiriza-o-ministro-das-relacoes-exteriores#e0c6ffa1562195f9c3c89c548aa1e939')]","('Não, tuíte foi publicado em conta que satiriza o ministro das Relações Exteriores', 'No, the tweet was published on an account that satirizes the Minister of Foreign Affairs', [('por', 1.0)])"
49036,"('EU chce členským státům odebrat suverenitu', 'The EU wants to take away the sovereignty of the member states', [('ces', 1.0)])","[(1592429160.0, 'https://napravoumiru.afp.com/ne-evropska-unie-se-nechysta-zbavit-sve-clenske-staty-suverenity#7e306ce434d361b676d89a51aed713e1')]","('Ne, Evropská unie se nechystá zbavit své členské státy suverenity', 'No, the European Union is not going to strip its member states of their sovereignty', [('ces', 1.0)])"
87280,"('Mascarillas se pueden esterilizar con vapor de agua hervida coronavirus COVID-19', 'Masks can be sterilized with boiled water vapor coronavirus COVID-19', [('spa', 1.0)])","[(1587767880.0, 'https://factual.afp.com/el-vapor-de-agua-hirviendo-no-esteriliza-las-mascarillas-desechables-y-dana-su-material#b18b11322dd5973ff2d95191b779f63c')]","('El vapor de agua hirviendo no esteriliza las mascarillas desechables y daña su material', 'Boiling water vapor does not sterilize disposable masks and damages their material', [('spa', 1.0)])"
133436,"('Toва е снимка на Роман Протасевич?', 'Is this a picture of Roman Protasevich?', [('bul', 1.0)])","[(1624302240.0, 'https://proveri.afp.com/http%253A%252F%252Fdoc.afp.com%252F9CQ8KK-1#026a6690c243398e300892f372bedb14')]","('Как арестуваният беларуски активист Протасевич стана мишена на дезинфорамционна кампания', 'How the arrested Belarusian activist Protasevich became the target of a disinformation campaign', [('bul', 1.0)])"
37489,"('Chinese man fights with Kenyan worker', 'Chinese man fights with Kenyan worker', [('eng', 1.0)])","[(1626893460.0, 'https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FH63T-1#55250d572dd45e0feadfc6a857c6b786')]","('This video was taken at a mining site in Sierra Leone, not Kenya', 'This video was taken at a mining site in Sierra Leone, not Kenya', [('eng', 1.0)])"
136832,"('Un decreto de orden público deja por fuera los testigos electorales', 'A public order decree leaves out electoral witnesses', [('spa', 1.0)])","[(1653864300.0, 'https://factual.afp.com/doc.afp.com.32BJ6CG#081083a8a7dfba54f8450bb68caf4b42')]","('El decreto de orden público para las presidenciales colombianas sí menciona a los testigos electorales', 'The public order decree for the Colombian presidential elections does mention electoral witnesses', [('spa', 1.0)])"
45670,"('Dieses Foto zeigt die Inszenierung von Corona mit Puppen in Krankenhausbetten.', 'This photo shows the staging of Corona with puppets in hospital beds.', [('deu', 1.0)])","[(1610615280.0, 'https://faktencheck.afp.com/dieses-foto-zeigt-eine-krankenpflegeschule-keine-falschen-corona-patienten#167830c22fac2a4d05a6600ebf7258a8')]","('Dieses Foto zeigt eine Krankenpflegeschule, keine falschen Corona-Patienten', 'This photo shows a nursing school, not fake corona patients', [('deu', 1.0)])"
53828,"('Esta foto mostra um soldado israelense atacando um jovem palestino', 'This photo shows an Israeli soldier attacking a young Palestinian', [('por', 1.0)])","[(1573241280.0, 'https://checamos.afp.com/homem-fotografado-imobilizando-jovem-e-integrante-de-forca-policial-chilena#95c9f2e1d4fbeba8009970039387b760')]","('Homem fotografado imobilizando jovem é integrante de força policial chilena', 'Man photographed immobilizing young man is member of Chilean police force', [('por', 1.0)])"
144330,"(""Video shows footage of elephant colliding with Sri Lankan actor's vehicle"", ""Video shows footage of elephant colliding with Sri Lankan actor's vehicle"", [('eng', 1.0)])","[(1657206780.0, 'https://factcheck.afp.com/doc.afp.com.32DV837#3ce8bdbaa20dc7450b1e6f5e930fc4e9')]","(""Video of car hitting elephant in Thailand shared in false posts about 'Sri Lankan actor crash'"", ""Video of car hitting elephant in Thailand shared in false posts about 'Sri Lankan actor crash'"", [('eng', 1.0)])"
96585,"('O jornalista Alexandre Garcia escreveu o texto sobre o presidente Jair Bolsonaro que começa dizendo ""Eu não peço desculpas pelo que estou postando, pois é realmente assim como me sinto""', 'Journalist Alexandre Garcia wrote the text about President Jair Bolsonaro that begins by saying ""I don\'t apologize for what I\'m posting, because that\'s really how I feel""', [('por', 1.0)])","[(1623701640.0, 'https://checamos.afp.com/alexandre-garcia-negou-autoria-do-texto-que-diz-que-bolsonaro-e-humilhado-pela-midia#cf63a81b01018e5d7feef978ee391560')]","('Alexandre Garcia negou a autoria do texto que diz que Bolsonaro é “humilhado pela mídia”', 'Alexandre Garcia denied the authorship of the text that says Bolsonaro is “humiliated by the media”', [('por', 1.0)])"
62054,"('Garis putih yang ditinggalkan pesawat terbang di langit adalah chemtrail yang menyebarkan Covid-19', 'The white lines that airplanes leave in the sky are the chemtrails that spread Covid-19', [('msa', 1.0)])","[(1645527720.0, 'https://periksafakta.afp.com/doc.afp.com.323N48P#f0445229613dbf7f25964920936a11d8')]","(""Postingan membagikan klaim salah bahwa 'chemtrail menyebarkan Covid-19'"", ""Posts share false claims that 'chemtrail spreads Covid-19'"", [('msa', 1.0)])"
79680,"('LO QUE NOS DEJO EL PERONISMO 3 MILLONES DE EXTRANJEROS VIVIENDO DEL ANSES DE LOS JUBILADOS Argentina', 'WHAT PERONISM LEFT US 3 MILLION FOREIGNERS LIVING FROM THE ANSES OF RETIRES Argentina', [('spa', 1.0)])","[(1568048580.0, 'https://factual.afp.com/en-los-principales-programas-sociales-en-argentina-los-beneficiarios-extranjeros-son-menos-del-10#742d7bc1656d255ab8f0007a38ecd7d6')]","('En los principales programas sociales en Argentina los beneficiarios extranjeros son menos del 10%', 'In the main social programs in Argentina, foreign beneficiaries are less than 10%', [('spa', 1.0)])"
45280,"('Die Johns Hopkins University habe bestätigt, dass mit Theragrippern heimlich Impfungen per Wattestäbchen durchgeführt werden könnten, etwa bei PCR-Tests.', 'Johns Hopkins University has confirmed that theragrippers could secretly be used to carry out vaccinations using cotton swabs, for example in PCR tests.', [('deu', 1.0)])","[(1617148680.0, 'https://correctiv.org/faktencheck/2021/03/31/nein-es-werden-keine-corona-impfungen-mit-theragrippern-auf-wattestaebchen-verabreicht/#a166440742fc35e98387a1d5fb7cf713')]","('Nein, es werden keine Corona-Impfungen mit „Theragrippern“ auf Wattestäbchen verabreicht', 'No, no corona vaccinations with ""Theragrippers"" on cotton swabs are administered', [('deu', 1.0)])"
136850,"('Un diputado oficialista argentino dijo que ""los negros"" votaron al kirchnerismo', 'An Argentine pro-government deputy said that ""blacks"" voted for Kirchnerism', [('spa', 1.0)])","[(1568055240.0, 'https://factual.afp.com/segun-un-analisis-la-voz-del-audio-que-circula-en-las-redes-no-es-la-del-candidato-intendente#9903de73feae9a20ee12fafab56ef50d')]","('Según un análisis, la voz del audio que circula en las redes no es la del candidato a intendente argentino', 'According to an analysis, the voice of the audio that circulates on the networks is not that of the candidate for Argentine mayor', [('spa', 1.0)])"
22195,"('Aircraft smuggling gold out of Nigeria', 'Aircraft smuggling gold out of Nigeria', [('eng', 1.0)])","[(1616171820.0, 'https://factcheck.afp.com/video-shows-plane-used-drug-smuggling-and-seized-army-guatemala#7b91e7bad76cba666cc7e4c61d40bf97')]","('Video shows a plane used for drug smuggling and seized by the army in Guatemala', 'Video shows a plane used for drug smuggling and seized by the army in Guatemala', [('eng', 1.0)])"
95957,"('Němečtí zdravotníci na fotografii varují před očkováním', 'German health workers in the photo warn against vaccination', [('ces', 1.0)])","[(1637765340.0, 'https://napravoumiru.afp.com/http%253A%252F%252Fdoc.afp.com%252F9TA89T-1#8052755889f5410af00c75ef5c7f35fa')]","('Němečtí zdravotníci nevarovali před očkováním, fotografie byla zmanipulována', 'German health workers did not warn against vaccination, the photo was manipulated', [('ces', 1.0)])"
205447,"('미국 트럼프 대통령이 계엄령을 선포했다.', 'US President Donald Trump has declared martial law.', [('kor', 1.0)])","[(1610597640.0, 'https://factcheckkorea.afp.com/mei-teureompeu-daetongryeong-gyeeomryeong-seonpo-oraedoen-sajin-jalmos-inyong-gwanryeon-balpyobodo#3b41a2d17c6d11f11a0cd96de8f0525a')]","('美 트럼프 대통령, 계엄령 선포? 오래된 사진 잘못 인용… 관련 발표·보도 없어', 'US President Trump Declares Martial Law? Misquoting an old photo... No related announcements or reports', [('kor', 1.0)])"
74949,"('Jean-Yves le Drian, ministre français des Affaires étrangères, a assuré que le président congolais Felix Tshisekedi ne respectait ""pas ses engagements""', 'Jean-Yves le Drian, French Minister of Foreign Affairs, assured that Congolese President Felix Tshisekedi did not ""respect his commitments""', [('fra', 1.0)])","[(1608228840.0, 'https://factuel.afp.com/crise-politique-en-rdc-quand-les-fake-news-jettent-de-lhuile-sur-le-feu#ee0a5556288f7fab578e3f052e624b2d')]","('Crise politique en RDC: quand les ""fake news"" jettent de l’huile sur le feu', 'Political crisis in the DRC: when ""fake news"" throws oil on the fire', [('fra', 1.0)])"
89559,"('Misil Iran yang disiapkan setelah komandan militer Qasem Soleimani dibunuh Amerika', 'Iranian missiles prepared after military commander Qasem Soleimani was killed by America', [('msa', 1.0)])","[(1579062240.0, 'https://periksafakta.afp.com/foto-misil-iran-ini-sudah-beredar-di-internet-setidaknya-sejak-sekitar-2013#a664f33fda11665afa0fd4b012d4dfe8')]","('Foto misil Iran ini sudah beredar di internet setidaknya sejak sekitar 2013', 'This photo of the Iranian missile has been circulating on the internet since at least around 2013', [('msa', 1.0)])"
147732,"('Vídeo mostra um míssil provocando a segunda explosão que devastou Beirute Líbano em 4 de agosto de 2020', 'Video shows a missile triggering the second explosion that devastated Beirut Lebanon on Aug 4, 2020', [('por', 1.0)])","[(1596745620.0, 'https://checamos.afp.com/o-video-de-um-missil-provocando-explosoes-em-beirute-e-uma-montagem#b4cb75369240fed5bd961eb0b7f746a8')]","('O vídeo de um míssil provocando explosões em Beirute é uma montagem', 'The video of a missile causing explosions in Beirut is a montage', [('por', 1.0)])"
80020,"('La Lista 1 tiene más votos que Andrés Arauz en las elecciones de Ecuador', 'List 1 has more votes than Andrés Arauz in the Ecuadorian elections', [('spa', 1.0)])","[(1613083200.0, 'https://factual.afp.com/en-ecuador-el-voto-por-la-asamblea-y-la-presidencia-se-realiza-en-listas-y-escrutinios-diferentes#d3e7afd61006f369a46524260f5bad80')]","('En Ecuador el voto por la Asamblea y la Presidencia se realiza en listas y escrutinios diferentes', 'In Ecuador, the vote for the Assembly and the Presidency is carried out in different lists and ballots', [('spa', 1.0)])"
17654,"('A presidente do PT Gleisi Hoffmann disse que a seca no Nordeste ""é cultural, quase um patrimônio e não deve ser destruída""', 'PT president Gleisi Hoffmann said the drought in the Northeast ""is cultural, almost a heritage and should not be destroyed""', [('por', 1.0)])","[(1617922500.0, 'https://checamos.afp.com/gleisi-hoffmann-nao-disse-que-seca-no-nordeste-e-cultural-e-falso-o-tuite-viralizado#81ea114dfd9695a270cef3a4c2d9d51c')]","('Gleisi Hoffmann não disse que a seca no Nordeste é “cultural”; é falso o tuíte viralizado', 'Gleisi Hoffmann did not say that the drought in the Northeast is “cultural”; the viral tweet is fake', [('por', 1.0)])"
107784,"('Por si acaso alguien tiene el efecto adverso de la viruela del mono, es la vacuna covid. Y sólo en ese tema se puede ingerir Hidroxicloroquina. Hace décadas que existe la cura de la viruela del mono, no se necesita ninguna vacuna', ""Just in case someone has the adverse effect of monkeypox, it's the covid vaccine. And only on that subject can you ingest Hydroxychloroquine. Monkeypox cure has been around for decades, no vaccine needed"", [('spa', 1.0)])","[(1654712880.0, 'https://factual.afp.com/doc.afp.com.32C48Q6#6ee8af3a78cdee7543881abbe721b786')]","('La viruela del mono no es consecuencia de las vacunas anticovid ni se cura con hidroxicloroquina', 'Monkeypox is not a consequence of anticovid vaccines nor is it cured with hydroxychloroquine', [('spa', 1.0)])"
36534,"('Cet instrument a été utilisé par les esclavagistes européens au 19e siècle', 'This instrument was used by European slavers in the 19th century', [('fra', 1.0)])","[(1631022660.0, 'https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LY6RV-1#cc1f1447814d0e76739f0c0d1da5ebbd')]","('Non, la ""poire d\'angoisse"" n\'est pas un instrument de torture utilisé par les esclavagistes européens', 'No, the ""pear of anguish"" is not an instrument of torture used by European slavers', [('fra', 1.0)])"
32997,"(""Brigitte Macron au chevet d'enfants malades sans masque ni geste barrière"", 'Brigitte Macron at the bedside of sick children without mask or barrier gesture', [('fra', 1.0)])","[(1611077760.0, 'https://factuel.afp.com/attention-ces-photos-ne-montrent-pas-brigitte-macron-sans-masque-dans-un-hopital-en-pleine-pandemie#255cc50f2d534612a1b905e3e4d2e387')]","('Attention, ces photos ne montrent pas Brigitte Macron sans masque dans un hôpital en pleine pandémie', 'Please note, these photos do not show Brigitte Macron without a mask in a hospital in the midst of a pandemic', [('fra', 1.0)])"
54380,"('Este video es de un hospital en Maracaibo, Venezuela', 'This video is from a hospital in Maracaibo, Venezuela', [('spa', 1.0)])","[(1596218820.0, 'https://factual.afp.com/el-video-de-un-hospital-saturado-de-pacientes-es-real-pero-es-de-guatemala-no-de-venezuela#7b8693fc9faee873187cc59b69621049')]","('El video de un hospital saturado de pacientes es real; pero es de Guatemala, no de Venezuela', 'The video of a hospital saturated with patients is real; but he is from Guatemala, not from Venezuela', [('spa', 1.0)])"
175992,"('ميلاد يوسف يتعرض للضرب اثر مشاجرة مع 4 شباب في منطقه المزة الدوله في دمشق', 'Milad Youssef is beaten after a quarrel with 4 young men in the Mazzeh Al-Dawla area in Damascus', [('ara', 1.0)])","[(1645631700.0, 'https://factual.afp.com/ar/doc.afp.com.323R3CZ#9b4c623c432fad070b65814e80b6c792'), (1645631700.0, 'https://factuel.afp.com/ar/doc.afp.com.323R3CZ#9b4c623c432fad070b65814e80b6c792')]","('هذه الصورة لا تظهر تعرّض الممثل السوري ميلاد يوسف للضرب بل هي من مشهد تمثيلي', 'This picture does not show that the Syrian actor Milad Youssef was beaten, but rather it is from a representative scene', [('ara', 1.0)])"
27991,"('Aushang am Linzer Hauptbahnhof gibt Verhaltenshinweise für Frauen', 'Notice at the main train station in Linz gives instructions on how to behave for women', [('deu', 1.0)])","[(1649254200.0, 'https://faktencheck.afp.com/doc.afp.com.327T3DT#56f55bae54ad25c8d52e4f684f6003a0')]","('Dieses Hinweisschild am Linzer Hauptbahnhof ist eine Fälschung', 'This information sign at the main train station in Linz is a fake', [('deu', 1.0)])"
